_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;LOCATION_LNG;LOCATION_LAT;STATUS;LOCATION_ALT;VWC_REF;VWC_ESTABLISHED_YEAR;YEAR_OF_SOCIAL_MAP_MADE;HH_CENSUS_UP;HH_INEND12_UP;HH_CENSUS_PP;HH_INEND12_PP;TOT_NO_OF_HH_CENSUS2008OR12_NP;TOT_NO_OF_HH_INEND12_NP;Ratio NP / UP+P;TOTAL_NO_OF_FEMALE_MEMBER_START;TOTAL_NO_OF_FEMALE_MEMBER_NOW;TOTAL_NO_OF_MALE_MEMBER_START;TOTAL_NO_OF_MALE_MEMBER_NOW;IS_ARSENIC_PRONE_AREA;WATER_SUPPORT_VWC_TUBEWELL_BRAC;WATER_SUPPORT_VWC_TUBEWELL_OTHER;WATER_SUPPORT_VWC_DEEPTUBEWELL_BRAC;WATER_SUPPORT_VWC_DEEPTUBEWELL_OTHER;WATER_SUPPORT_VWC_SANDPONDFILTER_BRAC;WATER_SUPPORT_VWC_SANDPONDFILTER_OTHER;WATER_SUPPORT_VWC_NOTAPPLICABLE_BRAC;WATER_SUPPORT_VWC_NOTAPPLICABLE_OTHER;VWC01;VWC02;VWC03_SCORE_AGREED;VWC03_SCORE_MEN;VWC03_SCORE_WOMEN;LOCATION_ACC;NAME_INVIEWER1;NAME_INVIEWER2;SEX_INTERVIEWER2;SEX_INTERVIEWER1;hh0;hh;wealth;select0;select;psu;psu0;psu1;PSU2;id;district;upazila;union;vwc;ultrapoor;poor;nonpoor;totalHH;%up;%p;%np;weight_up;Weight_p;weight_np
ershad;19:30,0;0;19:30,0;0;0;1;19:30,0;19:30,0;91,6616425;25,0298336;0;0;5680200;2012;2012;78;78;5;5;134;134;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;E;E;E;E;E;2065;Ershad hossain;Dulon rani;F;M;0;0;up;0;2;68;5;68;2;5680200;Sunamgonj;Chhatak;Chhatak Pourosova;Tatykona-2;78;5;134;217;36%;2%;62%;;;
harun;41:33,0;0;41:33,0;0;0;1;41:33,0;41:33,0;90,7969761;24,2559559;0;0;5940300;2012;2012;58;0;54;0;89;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;D;D;D;D;2847;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;3;94;5;94;2;5940300;Kishoregonj;Katiadi;Lohajuri;Uttar Purbachar paratala-1;58;54;89;201;29%;27%;44%;;;
aman;57:04,0;0;57:04,0;0;0;1;57:04,0;57:04,0;91,6770006;22,9082103;0;0;5820300;2012;2012;111;0;14;0;108;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2608;Aman ullah;Salma akter khanam;F;M;0;0;up;0;3;82;5;82;2;5820300;Chittagong;Fatickchari;Datmara;Kasia;111;14;108;233;48%;6%;46%;;;
shariful;53:59,0;0;53:59,0;0;0;1;53:59,0;53:59,0;0;0;0;0;5140300;2008;2008;13;0;7;0;74;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;B;A;A;A;0;Shariful;Nurunnesa;F;M;0;0;up;0;3;14;5;14;1;5140300;Comilla;Nangalkot;Raykot;Sharifpur;13;7;74;94;14%;7%;79%;;;
bari;02:42,0;0;02:42,0;0;0;1;02:42,0;02:42,0;0;0;0;0;5700200;2012;2012;92;92;108;108;2;2;PP&UP;6;6;5;5;Yes;0;0;0;0;0;0;0;0;D;E;E;E;E;0;mongira;bari;M;F;0;0;up;0;2;70;5;70;2;5700200;Khulna;Paikgacha;Chandkhali;Dhamrail-3;92;105;5;202;46%;52%;2%;;;
momin;00:08,0;0;00:08,0;0;0;1;00:08,0;00:08,0;91,75144303;24,81514242;0;-53;5570200;2012;2012;33;0;108;0;137;0;PP&UP;6;6;5;5;No;No;No;0;0;0;0;Yes;0;D;E;E;E;E;200;MD.Abdul Momin;Mina Rani Sarkar;F;M;0;0;up;0;2;57;5;57;2;5570200;Sylhet;Bishwhanath;Bishwhanath;Shorishpur;9;75;100;184;5%;41%;54%;;;
mamunur;23:31,0;0;23:31,0;0;0;1;23:31,0;23:31,0;91,8503453;22,6246312;0;0;5510300;2012;2012;45;0;8;0;162;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;B;C;B;2305;Mamun;Nasima;F;M;0;0;up;0;3;51;5;51;2;5510300;Chittagong;Fatickchari;Nanupur;Gamir Tol;53;28;247;328;16%;9%;75%;;;
alauddin;23:37,0;0;23:37,0;0;0;1;23:37,0;23:37,0;92,4195854;24,9494269;0;0;5590200;2012;2012;20;20;18;18;89;89;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;3976;Alauddin;Shabela begum;F;M;0;0;up;0;2;59;5;59;2;5590200;Sylhet;Zokijonj;Barohal;Bilbaritakab;20;18;89;127;16%;14%;70%;;;
amit;35:37,0;0;35:37,0;0;0;1;35:37,0;35:37,0;88,4232935;26,2364905;0;0;5300300;2006;2006;28;37;81;100;47;47;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;4039;Amut kumar gilder;Alo rani ray;F;M;0;0;up;0;3;30;5;30;1;5300300;Panchagar;Atwari;Radhanagor;Durgapur;17;78;61;156;11%;50%;39%;;;
aman;08:39,0;0;08:39,0;0;0;1;08:39,0;08:39,0;91,6762397;22,8787834;0;0;5820100;2012;2012;97;0;7;0;156;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;4303;Aman ullah;Salma akter khanam;F;M;0;0;up;0;1;82;5;82;2;5820100;Chittagong;Fatickchari;Datmara;Full Chori;97;7;156;260;37%;3%;60%;;;
ershad;30:41,0;0;30:41,0;0;0;1;30:41,0;30:41,0;91,6779523;24,9538848;0;0;5760100;2012;2012;19;19;64;64;54;54;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;E;E;E;E;E;3774;Ershad hossain;Runo bala;F;M;0;0;up;0;1;76;5;76;2;5760100;Sunamgonj;Chhatak;Soidergaon;Mollatha;19;64;54;137;14%;47%;39%;;;
ranjan;54:32,0;0;54:32,0;0;0;1;54:32,0;54:32,0;89,2520523;22,7681936;0;0;5910100;2012;2012;91;0;30;0;89;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;4080;Barnali  halder;Ranjanbanerjee;M;F;0;0;up;0;1;91;5;91;2;5910100;Satkhira;Tala;Dhandia;Anaetpur-2;92;26;92;210;44%;12%;44%;;;
bari;09:14,0;0;09:14,0;0;0;1;09:14,0;09:14,0;0;0;0;0;5650200;2012;2012;46;46;73;73;74;74;PP&UP;6;6;5;5;No;0;No;0;Yes;0;Yes;0;0;D;E;E;E;E;0;bari;mongira;F;M;0;0;up;0;2;65;5;65;2;5650200;Khulna;Koyra;North Bedkashi;Bedkashi-2;44;110;39;193;23%;57%;20%;;;
momin;09:15,0;0;09:15,0;0;0;1;09:15,0;09:15,0;91,75031811;24,8179718;0;-20;5570300;2012;2012;45;0;89;0;142;0;NP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;C;D;D;D;D;25;MD. Abdul Momin;Mina Rani Sarker;F;M;0;0;up;0;3;57;5;57;2;5570300;Sylhet;Bishwhanath;Bishwhanath;Poshchim Shashram, Ekavim;11;27;78;116;9%;23%;67%;;;
aman;35:45,0;0;35:45,0;0;0;1;35:45,0;35:45,0;91,7905505;22,6902227;0;0;5890100;2012;2012;48;0;123;0;69;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2080;Md Aman ullah;Lakhi rani;F;M;0;0;up;0;1;89;5;89;2;5890100;Chittagong;Fatickchari;Dowlotpur;Babu Nagor-1;48;123;69;240;20%;51%;29%;;;
ershad;50:39,0;0;50:39,0;0;0;1;50:39,0;50:39,0;91,6780594;24,9533736;0;0;5560200;2012;2012;11;11;25;25;20;20;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;E;E;E;E;E;3771;Ershad hossain;Fatema begum;F;M;0;0;up;0;2;56;5;56;2;5560200;Sunamgonj;Chhatak;Afjolabad;Basonakadi;11;25;20;56;20%;45%;36%;;;
harun;21:34,0;0;21:34,0;0;0;1;21:34,0;21:34,0;90,9805004;24,0670334;0;0;5800200;2012;2012;25;0;63;0;96;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;D;D;D;1931;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;2;80;5;80;2;5800200;Kishoregonj;Bhairab;Kalikaprosad;Charerkanda-1;25;63;96;184;14%;34%;52%;;;
motilal;14:34,0;0;14:34,0;0;0;1;14:34,0;14:34,0;90,5559708;23,3334141;0;0;5450300;2007;2007;21;0;0;0;31;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;D;C;D;4483;Motilal;Taslima;F;M;0;0;up;0;3;45;5;45;1;5450300;Chandpur;Chandpur Sadar;Rajrajshor;Mugadi;1;1;67;69;1%;1%;97%;;;
rezaul;20:43,0;0;20:43,0;0;0;1;20:43,0;20:43,0;0;0;0;0;5450200;2007;2007;28;0;84;0;57;0;PP&UP;6;6;5;5;Yes;No;No;Yes;No;No;No;No;No;A;C;A;A;A;0;md.rejaul karim;fulmala akter;F;M;0;0;up;0;2;45;5;45;1;5450200;Chandpur;Chandpur Sadar;Chandra;Modna-6;29;67;154;250;12%;27%;62%;;;
harun;58:22,0;0;58:22,0;0;0;1;58:22,0;58:22,0;90,9802838;24,0669497;0;0;5800100;2012;2012;30;0;95;0;115;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;1895;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;1;80;5;80;2;5800100;Kishoregonj;Bhairab;Kalikaprosad;Kalikaprosad west para-2;30;95;115;240;13%;40%;48%;;;
mamunur;12:49,0;0;12:49,0;0;0;1;12:49,0;12:49,0;91,8696554;22,5998078;0;0;5580200;2012;2012;64;0;44;0;108;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;D;2126;Mamun;Nasima;F;M;0;0;up;0;2;58;5;58;2;5580200;Chittagong;Fatickchari;Boktopur;B.Rahmot Bari;64;44;108;216;30%;20%;50%;;;
momin;48:38,0;0;48:38,0;0;0;1;48:38,0;48:38,0;91,44419025;24,92229726;0;6;5920100;2012;2012;64;0;83;0;99;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;C;C;C;C;15;Ershad hossain;Ripa Rani Dey;F;M;0;0;up;0;1;92;5;92;2;5920100;Sunamgonj;Suanmgonj South;East Pagla;Chikerkandi-1;64;83;103;250;26%;33%;41%;;;
alauddin;13:41,0;0;13:41,0;0;0;1;13:41,0;13:41,0;91,7621614;25,0838109;0;0;5540100;2012;2012;20;20;136;136;15;15;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;2738;Shabela begum;Alauddin;M;F;0;0;up;0;1;54;5;54;2;5540100;Sylhet;Companigonj;East Islampur;Uttar Dhalarpar;20;136;15;171;12%;80%;9%;;;
mamunur;50:25,0;0;50:25,0;0;0;1;50:25,0;50:25,0;91,9006637;22,5328698;0;0;5000300;2012;2012;74;0;145;0;53;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2605;Mamun;Nasima;F;M;0;0;up;0;3;500;;500;2;5000300;Chittagong;Fatickchari;Kanchon Nagor;Teli Para;74;145;53;272;27%;53%;19%;;;
alauddin;02:38,0;0;02:38,0;0;0;1;02:38,0;02:38,0;91,7621614;25,0838109;0;0;5540200;2012;2012;51;51;94;94;66;66;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;2738;Shabela begum;Alauddin;M;F;0;0;up;0;2;54;5;54;2;5540200;Sylhet;Companigonj;East Islampur;Dokkin Kalabari-2;51;68;92;211;24%;32%;44%;;;
harun;53:50,0;0;53:50,0;0;0;1;53:50,0;53:50,0;90,9805004;24,0670334;0;0;5800300;2012;2012;22;0;48;0;160;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;D;C;D;1931;Harun.ar.rashid;Shermin.akhter;F;M;0;0;up;0;3;80;5;80;2;5800300;Kishoregonj;Bhairab;Kalikaprosad;West Noyahati;22;48;160;230;10%;21%;70%;;;
ramzan;24:17,0;0;24:17,0;0;0;1;24:17,0;24:17,0;90,37773;24,382707;0;0;5220100;2007;2007;25;0;133;0;79;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;A;A;A;A;2187;romjan;fatema;F;M;0;0;up;0;1;22;5;22;1;5220100;Mymensingh;Bhaluka;Khachena;Kadegore-2;29;27;183;239;12%;11%;77%;;;
shahjahan;54:18,0;0;54:18,0;0;0;1;54:18,0;54:18,0;0;0;0;0;5070100;2008;2008;45;0;74;0;140;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;Shahajan;Fatema;F;M;0;0;up;0;1;7;50;7;1;5070100;Gazipur;Kaligonj;Kaligonj;Tomolia-1;35;91;132;258;14%;35%;51%;;;
shariful;50:34,0;0;50:34,0;0;0;1;50:34,0;50:34,0;91,1137339;23,5249707;0;0;5130100;2008;2008;7;0;17;0;61;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;A;A;A;2304;Shariful;Nurunnesa;F;M;0;0;up;0;1;13;5;13;1;5130100;Comilla;Burichong;Solanal;Berajal;7;44;34;85;8%;52%;40%;;;
motilal;10:51,0;0;10:51,0;0;0;1;10:51,0;10:51,0;90,59834221;23,44623494;0;-40;5460300;2007;2007;26;0;64;0;106;0;NP;6;6;5;5;No;No;No;Yes;Yes;No;No;0;0;A;B;B;C;B;15;Motilal;Taslima;F;M;0;0;up;0;3;46;5;46;1;5460300;Chandpur;Matlab North;Shatnol;West Sugondi;20;48;128;196;10%;24%;65%;;;
ramzan;34:10,0;0;34:10,0;0;0;1;34:10,0;34:10,0;90,3777322;24,382678;0;0;5220300;2007;2007;24;0;109;0;25;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;A;A;A;A;2188;romjan;fatema;F;M;0;0;up;0;3;22;5;22;1;5220300;Mymensingh;Bhaluka;Hobirbare;Monoharpur-1;5;50;103;158;3%;32%;65%;;;
aman;21:28,0;0;21:28,0;0;0;1;21:28,0;21:28,0;91,495223;23,1170391;0;0;5330100;2007;2007;39;0;30;0;181;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;C;A;A;A;2083;Salma akter khanam;Aman ullah;M;F;0;0;up;0;1;33;5;33;1;5330100;Feni;Fulgazi;Amjad Hat;North Tarakucha-2;39;30;181;250;16%;12%;72%;;;
hannan;41:13,0;0;41:13,0;0;0;1;41:13,0;41:13,0;0;0;0;0;5250200;2007;2007;87;0;75;0;55;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;M.A.HANNAN MIAH;MST.ALIMA AKTAR;F;M;0;0;up;0;2;25;5;25;1;5250200;Bogra;Sonatoal;Modhupur;Kalihata Purbo;67;8;142;217;31%;4%;65%;;;
alim;42:59,0;0;42:59,0;0;0;1;42:59,0;42:59,0;0;0;0;0;5260300;2007;2007;42;0;65;0;113;0;NP;6;6;5;5;No;Yes;0;No;0;No;0;0;0;A;B;A;A;A;0;Alimuddin;Sabiha;F;M;0;0;up;0;3;26;5;26;1;5260300;Bogra;Nandigram;Burail;Sinjani-2;42;65;113;220;19%;30%;51%;;;
enamul;28:35,0;0;28:35,0;0;0;1;28:35,0;28:35,0;89,2159647;25,3021228;0;0;5290300;2007;2007;32;49;85;0;0;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;C;C;A;A;A;3422;Enamul;Parul;F;M;0;0;up;0;3;29;5;29;1;5290300;Dinajpur;Ghoraghat;Singra;Abdulla Para;32;49;85;166;19%;30%;51%;;;
motilal;28:10,0;0;28:10,0;0;0;1;28:10,0;28:10,0;90,62809845;23,38994805;0;-71;5460100;2007;2007;39;0;17;0;26;0;PP&UP;6;6;5;5;No;0;No;No;Yes;0;No;0;0;D;C;C;C;C;25;Motilal;Taslima;F;M;0;0;up;0;1;46;5;46;1;5460100;Chandpur;Matlab North;Mohonpur;Doankandi;30;36;16;82;37%;44%;20%;;;
alauddin;29:34,0;0;29:34,0;0;0;1;29:34,0;29:34,0;92,3660249;24,8796146;0;0;5980100;2012;2012;21;0;61;0;32;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;3786;Alauddin;Shabelabegum;F;M;0;0;up;0;1;98;5;98;2;5980100;Sylhet;Zokigonj;Birosree;Moiakhali;21;56;37;114;18%;49%;32%;;;
aman;00:40,0;0;00:40,0;0;0;1;00:40,0;00:40,0;91,4338064;23,0948563;0;0;5330300;2007;2007;18;0;85;0;53;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;A;A;A;3354;Aman ullah;Salma akter khanam;F;M;0;0;up;0;3;33;5;33;1;5330300;Feni;Fulgazi;G.M. Hat;West Basikpur-2;18;85;53;156;12%;54%;34%;;;
jahurul;24:45,0;0;24:45,0;0;0;1;24:45,0;24:45,0;90,1159139;24,2478388;0;0;5370200;2007;2007;18;0;50;0;78;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;A;A;A;3635;BulbulI akter;Johurul alam;M;F;0;0;up;0;2;37;5;37;1;5370200;Tangail;Shakhipur;Jadobpur;Jadobpur 3;18;50;78;146;12%;34%;53%;;;
meherul;08:42,0;0;08:42,0;0;0;1;08:42,0;08:42,0;0;0;0;0;5430100;2007;2007;19;0;120;0;111;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;Yes;0;B;A;A;A;A;0;meherul;shefali;F;M;0;0;up;0;1;43;5;43;1;5430100;Joypurhat;Kalai;Zinderpur;Zinderpur;19;120;111;250;8%;48%;44%;;;
alim;58:33,0;0;58:33,0;0;0;1;58:33,0;58:33,0;0;0;0;0;5260200;2007;2007;129;75;41;67;20;54;PP&UP;6;6;5;5;No;Yes;0;No;0;No;0;0;0;B;A;A;A;A;0;Alimuddin;Sabiha khatun;F;M;0;0;up;0;2;26;5;26;1;5260200;Bogra;Nandigram;Thalta Mazgram;majhgram-2;129;41;20;190;68%;22%;11%;;;
enamul;55:50,0;0;55:50,0;0;0;1;55:50,0;55:50,0;89,2370756;25,7616239;0;0;5290100;2007;2007;11;54;29;0;0;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;C;A;A;A;1639;Enamul;Parul;F;M;0;0;up;0;1;29;5;29;1;5290100;Dinajpur;Ghoraghat;Singra;Ghonokrisnopur;11;12;71;94;12%;13%;76%;;;
murad;44:14,0;0;44:14,0;0;0;1;44:14,0;44:14,0;92,25973965;25,00632266;0;-44;5750200;2012;2012;27;54;54;0;94;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;15;Md Murad Hossain;Ruly Begum;F;M;0;0;up;0;2;75;5;75;2;5750200;Sylhet;Kanighat;Borocutul;Lokkair gram-1;27;56;92;175;15%;32%;53%;;;
bari;50:59,0;0;50:59,0;0;0;1;50:59,0;50:59,0;0;0;0;0;5190300;2007;2007;47;48;109;133;142;152;PP&UP;6;6;5;5;No;No;No;No;Yes;No;No;0;0;B;B;B;B;B;0;mongira;bari;M;F;0;0;up;0;3;19;5;19;1;5190300;Khulna;Dighalia;Senhati;Chondoni Mohal Bazar;47;109;142;298;16%;37%;48%;;;
rezaul;33:16,0;0;33:16,0;0;0;1;33:16,0;33:16,0;0;0;0;0;5050300;2008;2008;15;0;77;0;155;0;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;3;5;50;5;1;5050300;Manikgonj;Singair;Joymontop;Char Durgapur-2;13;91;100;204;6%;45%;49%;;;
alauddin;17:44,0;0;17:44,0;0;0;1;17:44,0;17:44,0;92,4156928;24,951829;0;0;5830300;2012;2012;44;0;47;0;71;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;3931;Alauddin;Shabelabegum;F;M;0;0;up;0;3;83;5;83;2;5830300;Sylhet;Zokigonj;Manikpur;Khaladapina 2;30;47;85;162;19%;29%;52%;;;
meherul;38:16,0;0;38:16,0;0;0;1;38:16,0;38:16,0;0;0;0;0;5430300;2007;2007;35;0;71;0;107;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;Yes;0;A;B;B;B;B;0;meherul;shefali;F;M;0;0;up;0;3;43;5;43;1;5430300;Joypurhat;Kalai;Punot;Pachgram  Mida;35;71;107;213;16%;33%;50%;;;
sanjoy;47:47,0;0;47:47,0;0;0;1;47:47,0;47:47,0;89,34344589;23,21354871;0;-50;5170100;2007;2007;39;0;30;0;100;0;NP;6;6;5;5;No;Yes;No;No;Yes;No;No;0;0;C;C;C;C;C;15;Sanjay kumar mondal.;Kazol Rekha.;F;M;0;0;up;0;1;17;5;17;1;5170100;Jessore;Bagharpara;Naricalbaria;Naricalbaria-3;39;30;100;169;23%;18%;59%;;;
shahidul;17:57,0;0;17:57,0;0;0;1;17:57,0;17:57,0;90,88038729;24,54869633;0;-82;5620300;2012;2012;26;26;60;60;114;114;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;40;Shahidul;Shefali;F;M;0;0;up;0;3;62;5;62;2;5620300;Kishoregonj;Tarail;Tarail Sachail;Pongpasia (1);26;60;114;200;13%;30%;57%;;;
aman;36:27,0;0;36:27,0;0;0;1;36:27,0;36:27,0;91,516318;22,7519384;0;0;5490100;2007;2007;26;0;38;0;164;0;NP;6;6;5;5;Yes;Yes;No;No;No;No;No;0;0;E;B;A;A;A;4000;Aman ullah;Salma akter khanam;F;M;0;0;up;0;1;49;5;49;1;5490100;Chittagong;Mirsarai;Moghadia;Hasemnagar;26;38;164;228;11%;17%;72%;;;
motilal;41:40,0;0;41:40,0;0;0;1;41:40,0;41:40,0;90,70585622;23,33860109;0;-74;5740100;2012;2012;14;0;29;0;195;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;C;C;C;20;Motilal;Taslima;F;M;0;0;up;0;1;74;5;74;2;5740100;Chandpur;Matlab South;Matlab Pourashava;Nobokolos-2;6;40;192;238;3%;17%;81%;;;
amit;20:08,0;0;20:08,0;0;0;1;20:08,0;20:08,0;88,9070229;25,7779561;0;0;5320100;2007;2007;40;22;114;74;114;141;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;A;A;A;A;2212;Alo rani roy;Amit kumar golder;M;F;0;0;up;0;1;32;5;32;1;5320100;Nilphamari;Syedpur;Saidpur Pouroshova;Niamotpur 02;77;58;102;237;32%;24%;43%;;;
shahidur;16:19,0;0;16:19,0;0;0;1;16:19,0;16:19,0;90,58350486;24,8471207;0;38;5840300;2012;2012;42;0;169;0;77;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;20;Nazmun naher;Shohidur rahman;M;F;0;0;up;0;3;84;5;84;2;5840300;Netrakona;Purbadhala;Gohalakanda;Gohalakanda -2;54;157;77;288;19%;55%;27%;;;
mamunur;56:38,0;0;56:38,0;0;0;1;56:38,0;56:38,0;91,8504612;22,6246769;0;0;5780301;2012;2012;125;0;48;0;94;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2299;mamun;nasima;F;M;0;1;up;0;3;78;5;78;2;5780301;Chittagong;Fatickchari;Dormopur;Dormapur -3;75;29;76;180;42%;16%;42%;;;
kamrul;57:02,0;0;57:02,0;0;0;1;57:02,0;57:02,0;0;0;0;0;5480300;2007;2007;23;0;98;0;99;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;E;C;A;A;A;0;Kamrul islam;Babi barua;F;M;0;0;up;0;3;48;5;48;1;5480300;Chirtagong;Rangunia;Betagi;Dingolinga;23;98;99;220;10%;45%;45%;;;
jahurul;13:11,0;0;13:11,0;0;0;1;13:11,0;13:11,0;0;0;0;0;5380200;2007;2007;43;0;65;0;40;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;A;A;A;0;Bulbuli  akter;Johurul  alam;M;F;0;0;up;0;2;38;5;38;1;5380200;Tangail;Modhupur;Solakuri;Hagurakuri-2;26;78;66;170;15%;46%;39%;;;
swapon;14:10,0;0;14:10,0;0;0;1;14:10,0;14:10,0;89,7436137;23,1459695;0;0;5400100;2007;2007;46;0;30;0;134;0;NP;6;6;5;5;Yes;No;0;No;0;No;0;0;0;D;B;A;A;A;4092;swapon.ray;subarna;F;M;0;0;up;0;1;40;5;40;1;5400100;Gopalgonj;Kashiani;fukra;south.fukra-143;46;30;134;210;22%;14%;64%;;;
ramzan;47:12,0;0;47:12,0;0;0;1;47:12,0;47:12,0;90,3362248;25,1031172;0;0;5230300;2007;2007;21;32;67;77;119;129;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;A;A;A;A;3582;romjan ali;fatema;F;M;0;0;up;0;3;23;5;23;1;5230300;Mymensingh;Haluaghat;Shodayse;Nasullah-2;21;100;86;207;10%;48%;42%;;;
kamruzzaman;39:14,0;0;39:14,0;0;0;1;39:14,0;39:14,0;89,5146197;22,5702915;0;0;5670300;2012;2012;42;0;45;0;27;0;PP&UP;6;6;5;5;No;0;No;0;No;0;Yes;0;0;D;B;A;A;A;4633;Kamruzzaman;Penaki  bairagi;F;M;0;0;up;0;3;67;5;67;2;5670300;Khulna;Dacope;Pankhali;Baroikhali-1;42;45;27;114;37%;39%;24%;;;
harun;28:38,0;0;28:38,0;0;0;1;28:38,0;28:38,0;90,7967683;24,2560425;0;0;5940200;2012;2012;16;0;45;0;42;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;D;D;D;2838;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;2;94;5;94;2;5940200;Kishoregonj;Katiadi;Lohajuri;Dokhain Jirarpar-2;16;45;42;103;16%;44%;41%;;;
enamul;39:52,0;0;39:52,0;0;0;1;39:52,0;39:52,0;88,467609;25,7944578;0;0;5280100;2007;2007;88;0;20;0;92;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;C;B;A;A;A;3243;Enamul;Parul;F;M;0;0;up;0;1;28;5;28;1;5280100;Dinajpur;Bochaganj;Atgaon;Atgaon-2;46;20;134;200;23%;10%;67%;;;
amit;46:16,0;0;46:16,0;0;0;1;46:16,0;46:16,0;88,8410263;26,1041816;0;0;5310200;2006;2006;93;112;105;160;102;67;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;3855;Alo rani ray;Amit kumer golder;M;F;0;0;up;0;2;31;5;31;1;5310200;Nilphamari;Domar;Panga;Mauja panga-6;92;115;93;300;31%;38%;31%;;;
kamruzzaman;14:51,0;0;14:51,0;0;0;1;14:51,0;14:51,0;89,5066911;22,6438003;0;0;5670100;2012;2012;59;0;8;0;11;0;PP&UP;6;6;5;5;No;0;No;0;No;0;Yes;0;0;D;B;A;A;A;4085;Kamruzzaman;Penaki  bairagi;F;M;0;0;up;0;1;67;5;67;2;5670100;Khulna;Dacope;Pankhali;Baroikhali-2;59;8;11;78;76%;10%;14%;;;
