Barcode,Latitude/Longitude - Latitude,Latitude/Longitude - Longitude,Name of the village,HH00:Interview the HH (presence of HH members) ,HHma:Number of adult male ,HHfa:Number of adult  female ,HHmado:Number of Adloscent male ,HHfado:Number of Adloscent female ,HHmh5:Number of male children(>5yrs),HHfH5:Number of female children (>5yrs),HHml5:Number of male children(<=5yrs),HHfl5:Number of female children(<=5yrs),HHmsp:Number of male member who need assistance to access the latrine or defecate in the open ,HHfsp:Number of female member who need assistance to access the latrine or defecate in the open   ,HHsx:Sex of the interviewee,Economic status during data collection,HH01(old): Safe & Protected Main Drinking Water Source(old),HH01(new): Safe & Protected Main Drinking Water Source(new),HH02old: Drinking Water Management from Source to Cup(old),HH02new: Drinking Water Management from Source to Cup(new),HH03old: Quality of Latrine(old),HH03new: Quality of Latrine(new),HH03A:Shared latrine ,HH03B:Type of latrine ,HH3B:Type of Latrine(pls specify),HH04: Latrine use by whom,HH04A:Latrine use_All members,HH05:Latrine use when ,HH06:Hand washing provisions after defaecation ,HH07(dne):Sludge management(done),HH07(ftr):Sludge management(future),Image_water point ,Image (Latrine)
1414171732,23.679873,91.091402,kandughor,yes ,1,1,2,1,0,0,0,0,0,0,male,NP,B,B,B,B,B,A,A,A,,B,yes,B,B,C,,1409727409149.jpg,1409727429813.jpg
1405060615,24.930497,90.862765,Soygau,yes ,1,1,0,0,1,2,0,0,0,0,female,PP,A,A,A,A,B,A,A,A,,A,yes,A,B,A,,1409727570377.jpg,1409727823591.jpg
1414171722,23.692321,91.075995,kandughor,yes ,1,1,1,0,0,0,0,0,0,0,female,PP,B,B,B,B,D,D,C,A,,B,yes,B,B,F,C,1409725225495.jpg,1409725245872.jpg
1424333625,24.56728,89.886014,Nabogram -1,yes ,1,1,0,0,1,1,0,0,0,0,female,PP,C,D,C,D,D,D,C,A,,B,yes,B,B,F,C,1409682026504.jpg,1409682094692.jpg
1424333613,24.571708,89.884439,Nabogram-1,yes ,1,1,0,1,0,0,0,0,0,0,female,UP,C,D,D,D,C,C,B,A,,B,yes,B,B,A,,1409685554752.jpg,1409685598290.jpg
1455828414,23.755709,89.636653,Roynagar,yes ,1,2,0,0,1,0,0,0,0,0,female,UP,B,B,B,C,C,C,A,A,,A,yes,A,D,F,A,1409715375698.jpg,1409715405137.jpg
1424333614,24.567211,89.867269,Nabogram -1,yes ,1,1,0,0,0,0,1,1,0,0,male,UP,C,D,C,D,C,C,A,B,,A,yes,A,B,A,,1409685990172.jpg,1409686032431.jpg
1414171723,23.677042,91.051964,lkandughor,yes ,1,1,1,0,2,0,1,1,0,0,male,NP,B,B,D,C,B,A,C,C,,B,No,B,B,F,D,1409729987946.jpg,1409730006735.jpg
2523778125,22.771534,89.253096,Shapur,yes ,1,1,0,1,0,0,0,0,1,1,female,PP,A,A,B,B,B,A,A,A,,B,yes,A,B,B,,1409655866493.jpg,1409655920196.jpg
2523778133,22.771534,89.253096,Shapur,yes ,1,1,1,0,1,0,0,1,0,0,female,NP,D,D,D,D,C,C,A,A,,A,yes,A,E,F,B,1409656920275.jpg,1409656960128.jpg
1455828434,23.755725,89.636667,Roynagar,yes ,1,1,0,1,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,B,yes,B,B,C,,1409718284103.jpg,1409718306835.jpg
1425353722,24.271135,91.462667,purba lanjapara,yes ,2,3,0,2,0,0,0,0,0,0,male,PP,A,A,A,A,C,C,B,A,,B,No,A,D,F,C,1409728824081.jpg,1409728928424.jpg
1461899114,23.36077,89.328939,Singra,yes ,1,1,0,0,0,0,1,0,0,1,male,UP,A,A,D,C,D,D,A,A,,B,No,A,B,F,C,1409731195489.jpg,1409731243091.jpg
1425353733,24.272033,91.464995,purba langapara,yes ,5,4,0,0,0,0,2,1,0,0,female,NP,A,A,A,A,B,A,A,C,,A,yes,A,B,F,C,1409727443062.jpg,1409727477724.jpg
1405060622,24.930497,90.862765,Soygau,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,A,A,C,B,,B,yes,B,B,C,,1409729471452.jpg,1409731939032.jpg
1424333626,24.571682,89.882428,Nabogram -1,yes ,2,3,0,0,0,1,0.1,0,0,0,female,NP,B,B,A,A,A,A,A,A,,A,yes,B,B,F,C,1409688206448.jpg,1409688343924.jpg
2523778113,22.766812,89.249101,Shapur,yes ,2,1,0,0,0,0,0,2,0,0,female,UP,C,D,C,D,A,A,A,B,,B,No,A,D,F,A,1409717333767.jpg,1409717360353.jpg
1425353734,24.269216,91.47177,purba lanjapara,yes ,0,1,0,1,0,0,0,0,0,0,female,NP,A,A,A,A,C,C,A,A,,B,No,B,B,F,C,1409732426604.jpg,1409732461847.jpg
2523778136,22.771519,89.253096,Shapur,yes ,2,1,0,1,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,B,yes,A,B,F,C,1409720544337.jpg,1409720558246.jpg
1405060623,24.930497,90.862765,Soygau,yes ,1,1,1,0,1,0,0,0,0,0,female,PP,A,A,A,A,B,A,A,A,,A,yes,A,B,B,,1409733321987.jpg,1409733588264.jpg
2523778121,22.765887,89.250117,Shapur,yes ,1,1,0,2,0,1,1,0,0,0,female,PP,B,B,A,A,D,D,B,A,,B,No,A,D,F,C,1409716019322.jpg,1409716052947.jpg
2523778112,22.771519,89.253096,Shapur,yes ,2,1,0,1,0,0,0,0,0,0,male,UP,D,D,D,D,B,A,C,A,,B,yes,A,D,F,C,1409718567782.jpg,1409718480376.jpg
1425353735,24.271135,91.462667,purba lanjapara,yes ,0,1,1,0,1,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,No,A,B,F,C,1409733809990.jpg,1409733830708.jpg
1455828416,23.755725,89.636667,Roynagar,yes ,2,2,1,1,0,0,0,0,1,0,female,UP,A,A,B,C,C,C,A,B,,A,yes,B,D,C,,1409720540941.jpg,1409720566937.jpg
1414171733,23.687634,91.067546,kandughor,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,B,B,D,D,B,A,A,C,,B,yes,A,B,F,D,1409734277293.jpg,1409734299965.jpg
2523778122,22.771519,89.253096,Shapur,yes ,2,1,0,1,0,0,0,0,0,0,female,PP,A,A,A,A,D,D,A,A,,B,yes,A,D,C,,1409719991931.jpg,1409719924704.jpg
1425353711,24.269216,91.47177,purba lanjapara,yes ,1,1,0,1,0,0,0,0,0,0,female,UP,B,B,A,A,B,A,A,A,,B,No,A,B,C,,1409734796220.jpg,1409734818123.jpg
1405060624,24.930497,90.862765,Soygau,yes ,2,2,0,0,0,0,1,0,0,0,female,PP,A,A,A,A,B,B,A,A,,A,yes,A,B,C,,1409735353373.jpg,1409735435415.jpg
2509261226,23.15994,90.71658,Chandpur north,yes ,1,1,1,1,0,0,0,1,0,0,female,PP,A,A,A,A,D,E,A,A,,B,yes,A,D,E,,1409726422766.jpg,1409726469918.jpg
2523778124,22.771519,89.253096,Shapur,yes ,1,1,0,0,0,0,1,1,0,0,male,PP,A,A,B,B,B,A,A,A,,B,yes,B,D,F,C,1409721985002.jpg,1409721863353.jpg
2523778116,22.771519,89.253096,Shapur,yes ,2,2,1,0,1,0,0,0,0,0,male,UP,B,B,B,B,B,A,A,A,,B,yes,B,D,A,,1409726818118.jpg,1409726846554.jpg
1455828423,23.755725,89.636667,Roynagar,yes ,2,2,0,0,0,0,0,1,0,0,female,PP,B,B,A,A,C,C,A,A,,A,yes,B,D,F,C,1409724978421.jpg,1409725002118.jpg
2523778115,22.771519,89.253096,Shapur,yes ,1,1,0,0,1,1,0,0,0,0,female,UP,D,D,C,D,D,D,C,A,,B,yes,B,E,F,C,1409728346229.jpg,1409728410118.jpg
1413161622,24.864957,89.37789,Shib Bati Jejerail,yes ,1,2,0,1,0,1,0,0,1,0,female,PP,B,B,D,C,C,C,A,A,,A,yes,A,B,F,D,1409723723957.jpg,1409723746218.jpg
1413161625,24.864957,89.37789,Shib Bati Jejerail,yes ,1,1,1,0,0,1,1,0,0,0,male,PP,A,A,A,A,C,E,B,A,,B,No,A,D,F,D,1409730111670.jpg,1409730038076.jpg
1413161623,24.864957,89.37789,Shib Bati Jejerail,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413161624,24.863502,89.377976,Shib Bati Jejeral,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413161626,24.857708,89.369612,Shib Bati Jejerail,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509261212,23.159835,90.716387,Chandpur north,yes ,1,1,1,1,0,0,1,1,0,0,female,UP,A,A,D,C,B,B,A,B,,B,yes,A,D,F,C,1409727810918.jpg,1409727866039.jpg
1442606222,24.224678,89.078397,Vobanipur-2,yes ,1,1,0,0,0,0,0,1,0,0,female,PP,D,C,D,C,C,C,A,A,,B,yes,C,E,F,C,1409722165655.jpg,1409722190375.jpg
1425353713,24.270809,91.462316,purba lanjapara,yes ,1,1,1,1,0,1,0,2,0,0,male,UP,C,D,C,D,D,D,C,A,,B,No,A,D,D,,1409737601014.jpg,1409737634322.jpg
1427373915,22.403395,91.865834,South Burishchor,yes ,2,2,0,1,2,0,0,1,0,0,female,PP,A,A,C,C,D,D,A,B,,B,No,A,B,D,,1409726126587.jpg,1409726191685.jpg
1455828435,23.741238,89.628391,Roynagar,yes ,2,2,0,0,1,0,0,1,0,0,male,NP,A,A,A,A,B,A,A,C,,A,yes,B,A,F,C,1409727280243.jpg,1409727344664.jpg
1427384014,22.427487,91.82172,Rajkhanpara,yes ,2,1,0,0,0,0,0,0,0,0,female,UP,A,A,D,C,C,C,A,B,,B,yes,B,D,D,,1409641837238.jpg,1409641751699.jpg
1455828421,23.755725,89.636667,Roynagar,yes ,1,1,0,0,1,2,0,0,0,0,male,PP,D,D,D,C,C,C,B,A,,A,yes,A,D,C,,1409718169200.jpg,1409718195989.jpg
1427373924,22.396481,91.866959,South burishchor,yes ,2,1,1,1,0,0,0,0,0,0,female,PP,B,B,A,A,C,C,A,A,,B,yes,A,C,C,,1409717690710.jpg,1409715770370.jpg
1425353714,24.271135,91.462667,purba lanjapara,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,D,D,C,D,C,C,A,A,,B,No,A,D,F,C,1409738454089.jpg,1409738483035.jpg
1455828422,23.755725,89.636667,Roynagar,yes ,1,2,1,0,0,0,0,0,0,0,female,PP,D,C,B,B,C,C,A,A,,A,yes,A,D,F,C,1409720769950.jpg,1409720817742.jpg
1427384016,22.427487,91.82172,Rajkhanpara,yes ,1,1,1,0,0,1,0,0,0,0,male,UP,A,A,A,A,B,A,B,C,,B,yes,B,D,D,,1409643839386.jpg,1409643852109.jpg
1427373914,22.403395,91.865834,South Burishchor,yes ,3,1,0,0,0,0,0,0,0,0,female,UP,B,B,A,A,E,E,A,B,,B,yes,A,D,F,D,1409658337852.jpg,1409658294903.jpg
1455828424,23.757006,89.635698,RoyNagar,yes ,2,1,0,0,0,0,0,0,0,0,female,PP,D,D,C,D,B,B,B,A,,A,yes,A,C,A,,1409724283667.jpg,1409724313234.jpg
1455828426,23.747162,89.625321,Roynagar,yes ,1,1,1,1,0,0,0,0,0,0,male,PP,C,D,C,D,B,A,A,A,,B,yes,B,C,F,C,1409729016394.jpg,1409729078191.jpg
1455828425,23.757006,89.635698,Roynagar,yes ,1,1,1,0,0,1,0,0,0,0,female,PP,C,D,D,D,B,A,A,A,,A,yes,A,C,F,C,1409726032121.jpg,1409726108964.jpg
1455828436,23.747162,89.625321,Roynagar,yes ,0,2,0,1,0,0,0,1,0,0,female,NP,B,B,A,A,B,A,A,A,,A,yes,A,A,F,C,1409728938098.jpg,1409729064315.jpg
1413161633,24.862145,89.370583,shib bati jejerail,yes ,1,1,1,1,0,0,0,1,0,0,female,PP,B,B,D,C,A,A,C,B,,A,yes,A,D,F,C,1409722451602.jpg,1409722472614.jpg
1413161635,24.862145,89.370583,shib bati jeherail,yes ,1,1,2,0,0,0,0,0,0,0,female,NP,B,B,D,C,B,A,A,C,,B,yes,A,A,F,C,1409723481626.jpg,1409723512779.jpg
1413161634,24.864957,89.37789,shib bati jejerail,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,C,C,,B,yes,A,D,F,C,1409724747407.jpg,1409724767196.jpg
1425353712,24.275509,91.480119,purba lanjapara,yes ,1,1,1,0,1,0,0,0,0,0,female,UP,C,D,C,D,B,B,A,A,,B,No,A,D,F,C,1409739167510.jpg,1409739204606.jpg
1413161632,24.864957,89.37789,shib bati jeherail,yes ,3,4,0,0,0,0,2,0,0,0,female,NP,A,A,A,A,B,A,A,C,,A,yes,A,A,F,C,1409727586689.jpg,1409727612216.jpg
1416222211,21.473372,91.981105,Hatkhola para,yes ,3,1,0,2,0,1,0,1,0,0,female,UP,C,D,C,D,A,A,A,B,,A,yes,A,C,C,,1409722358660.jpg,1409722293943.jpg
1434474923,23.927349,90.549572,Boali,yes ,1,1,0,0,1,1,0,0,0,0,female,NP,B,B,A,A,B,A,A,C,,B,yes,A,A,F,C,1409718448110.jpg,1409718479830.jpg
1442626415,24.204103,89.005348,Gopalpur-1,yes ,1,2,0,0,0,0,0,0,0,0,female,NP,B,C,D,C,C,C,A,A,,B,yes,A,E,F,C,1409739703163.jpg,1409718528183.jpg
2508570511,22.585856,89.511056,baroikhali,yes ,2,2,0,0,1,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,A,yes,A,C,F,B,1409719499324.jpg,1409719668363.jpg
1416222212,21.499082,91.984878,Hatkhola para,yes ,2,1,1,2,1,1,0,1,0,0,female,PP,B,B,A,A,B,A,A,A,,A,yes,A,C,C,,1409727869296.jpg,1409727654524.jpg
1413161631,24.864957,89.37789,shib bati jejerail,"No,not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413161621,24.859222,89.37491,IYShib Bati  Jejerail,yes ,1,1,1,0,0,0,0,1,0,0,female,UP,B,B,B,C,A,A,A,B,,B,yes,A,C,F,D,1409724251968.jpg,1409724302222.jpg
1413161614,24.859222,89.37491,Shib Bati  Jejerail,yes ,1,2,0,1,1,0,0,0,0,0,female,UP,B,B,B,C,A,A,A,B,,A,yes,A,C,F,D,1409725924579.jpg,1409725954686.jpg
1413161612,24.859222,89.37491,Shib  Bati Jejerail,yes ,1,2,1,0,0,0,1,0,0,0,female,UP,C,D,C,D,A,A,A,B,,B,yes,A,C,F,C,1409728984451.jpg,1409729034075.jpg
1413161615,24.859222,89.37491,Shib Bati Jejerail,yes ,3,1,0,1,0,0,0,0,0,0,female,UP,C,D,C,D,B,B,A,A,,B,yes,A,C,F,D,1409730682565.jpg,1409730723756.jpg
1413161613,24.859222,89.37491,Shib Bati Jejerail,yes ,3,1,0,0,0,0,0,0,0,0,male,UP,D,D,D,D,A,B,A,B,,B,yes,A,D,D,,1409732225110.jpg,1409732249344.jpg
1413161611,24.862359,89.37084,Shib Bati Jrjerail,"No,not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434474933,23.927349,90.549572,Boali,yes ,4,3,0,0,0,1,0,0,0,0,male,NP,A,A,A,A,C,C,A,C,,B,yes,A,B,C,,1409740332897.jpg,1409740377710.jpg
1434474932,23.927349,90.549572,Boali,yes ,0,3,0,0,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,C,,D,yes,A,A,F,C,1409738765798.jpg,1409738810035.jpg
2508570521,22.582587,89.502988,baroikhali,yes ,3,3,0,1,1,0,1,0,0,0,female,PP,E,E,E,E,B,A,A,A,,A,yes,A,C,A,,1409723934947.jpg,1409724080470.jpg
2508570512,22.585313,89.504088,baroikhali,yes ,2,2,0,0,0,0,0,0,0,0,female,UP,A,A,A,A,A,A,A,B,,B,yes,A,C,F,B,1409726523583.jpg,1409727046442.jpg
1424333615,24.564162,89.911826,Nabogram-1,yes ,1,2,0,2,0,0,0,0,0,0,female,UP,A,A,A,A,C,C,A,B,,B,yes,B,B,F,C,1409698289769.jpg,1409698348636.jpg
1416222234,21.445159,91.973675,Hatkhola para,yes ,3,1,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,A,F,C,1409723660845.jpg,1409723599596.jpg
1424333616,24.572416,89.889166,Nabogram-1,yes ,1,2,0,1,1,0,0,0,0,0,female,PP,D,D,D,D,C,C,A,B,,B,yes,B,D,D,,1409699197589.jpg,1409699254914.jpg
1416222233,21.446029,91.990628,Hatkhola para,yes ,3,1,1,1,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,B,yes,A,C,F,C,1409726779739.jpg,1409726754962.jpg
2508570531,22.582587,89.502988,baroikhali,yes ,1,2,1,0,0,0,0,0,0,0,female,NP,E,E,E,E,B,A,A,A,,B,yes,A,C,B,,1409729601870.jpg,1409729684543.jpg
1416222223,21.473156,91.981271,Hatkhola para,yes ,4,2,0,2,1,0,0,1,0,0,female,PP,C,D,C,D,B,A,A,A,,A,yes,A,C,C,,1409720707121.jpg,1409720073795.jpg
1434474912,23.918064,90.54567,Boali,yes ,4,4,0,0,0,0,1,0,0,0,female,UP,A,A,D,C,C,C,A,B,,A,yes,A,B,C,,1409742801742.jpg,1409742837376.jpg
1416222232,21.445159,91.973675,Hatkhola para,yes ,3,1,0,2,1,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,B,F,C,1409725190754.jpg,1409725338560.jpg
2508570522,22.582587,89.502988,baroikhali,yes ,3,4,0,0,0,1,0,1,0,0,female,PP,E,E,E,E,A,A,A,C,,A,yes,A,C,F,A,1409732010621.jpg,1409732116991.jpg
2508570513,22.585313,89.504088,baroikhali,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,C,1409733796974.jpg,1409733917665.jpg
2508570515,22.582587,89.502988,baroikhali,yes ,3,4,0,0,0,1,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,A,yes,A,C,F,A,1409739117417.jpg,1409739193545.jpg
2508570514,22.585313,89.504088,baroikhali,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,B,1409735602728.jpg,1409735647418.jpg
2505435933,24.914856,91.709485,Hamjapur,yes ,2,2,0,1,0,0,0,0,0,0,male,NP,D,C,A,A,C,C,A,A,,B,yes,B,B,F,C,1409719755334.jpg,1409721706199.jpg
1422313213,24.340434,90.524668,paithol-4,yes ,0,1,0,1,0,1,0,0,0,0,female,UP,D,C,D,C,C,C,B,A,,C,yes,B,E,F,C,1409723238986.jpg,1409723321466.jpg
2505435924,24.899842,91.715044,Hamjapur,yes ,1,2,0,0,0,0,0,2,0,0,male,PP,A,A,A,A,D,E,B,A,,B,No,B,E,D,,1409724628552.jpg,1409724509670.jpg
2505435926,24.914856,91.709485,Hamjapur,yes ,1,1,0,0,1,0,0,2,0,0,female,PP,A,A,A,A,B,A,A,A,,B,No,B,C,F,C,1409726784942.jpg,1409726886857.jpg
2505435935,24.914856,91.709485,Mirpur,yes ,3,2,0,0,0,0,0,0,0,0,female,NP,C,D,C,D,B,A,A,C,,D,No,B,B,D,,1409730624294.jpg,1409730737707.jpg
2505435911,24.914856,91.709485,Mirpur,yes ,2,2,0,2,0,2,2,0,0,0,female,UP,C,D,C,D,A,A,A,B,,B,No,B,E,F,C,1409732433328.jpg,1409732485244.jpg
1422313226,24.326105,90.503597,Paithol-4,yes ,2,2,0,0,1,0,1,0,0,0,female,PP,A,A,B,B,C,C,A,A,,B,No,B,D,F,C,1409731927742.jpg,1409731953487.jpg
1422313214,24.340434,90.524668,paithol-4,yes ,1,1,1,1,1,0,0,0,0,0,female,UP,D,D,D,D,D,E,A,A,,B,yes,B,D,D,,1409720433411.jpg,1409746553234.jpg
2505435925,24.914856,91.709485,Mirpur,yes ,4,1,1,0,0,0,0,0,0,0,male,PP,A,A,B,B,B,A,A,C,,B,yes,B,B,F,C,1409734097902.jpg,1409734244209.jpg
2505435916,24.914856,91.709485,Mirpur,yes ,1,1,0,4,0,0,0,0,0,0,male,UP,B,B,A,A,C,E,A,A,,B,yes,B,C,C,,1409736229200.jpg,1409735932141.jpg
1422313215,24.340434,90.524668,paithol-4,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,D,D,D,D,C,C,B,A,,D,No,B,D,F,D,1409724996674.jpg,1409725026533.jpg
1422313225,24.327695,90.503112,Paithol-4,yes ,2,1,0,0,0,1,1,0,0,0,female,PP,C,D,C,D,B,A,A,A,,B,No,B,D,F,C,1409729648418.jpg,1409729674212.jpg
1422313221,24.340434,90.524668,paithol-4,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,C,D,D,D,D,D,A,A,,D,yes,B,E,F,D,1409727451156.jpg,1409727527927.jpg
1422313223,24.32803,90.503218,Paithol-4,yes ,2,1,0,1,0,0,0,0,0,0,female,PP,D,C,B,B,C,C,A,A,,B,yes,B,D,C,,1409727945550.jpg,1409727973663.jpg
1422313222,24.340434,90.524668,paithol-4,yes ,1,1,0,1,0,1,1,0,0,0,female,PP,C,D,D,D,B,B,A,A,,B,No,B,D,F,C,1409719135143.jpg,1409719171470.jpg
1422313224,24.329757,90.50198,Paithol-4,yes ,3,3,0,0,1,0,1,1,0,0,female,PP,D,C,B,B,C,C,A,A,,B,No,B,D,F,C,1409726265124.jpg,1409726281204.jpg
1422313235,24.330148,90.501712,Paithol-4,yes ,3,2,0,0,0,0,0,1,0,0,male,NP,B,B,D,C,D,D,A,C,,B,No,B,D,F,C,1409724075608.jpg,1409724115500.jpg
1427373935,22.403395,91.865834,South burishchor,yes ,1,2,0,2,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,A,D,,1409717207244.jpg,1409717244630.jpg
1427373913,22.4119,91.86371,South burshchor,yes ,2,3,1,0,1,0,0,2,0,0,female,PP,B,B,B,B,A,E,A,B,,B,No,A,C,C,,1409724009927.jpg,1409724035717.jpg
1414171715,23.684255,91.069918,kandughor-2,yes ,2,1,1,0,0,0,0,0,0,0,female,UP,B,B,C,D,B,A,A,A,,B,yes,A,D,F,D,1409726961774.jpg,1409727072955.jpg
1419282811,22.748451,89.407669,Kagojipara,yes ,2,1,0,0,0,0,0,0,0,0,female,UP,A,A,D,C,E,F,,,,,,,,,,,
2509261234,23.151455,90.700576,Chandpur-2,yes ,1,1,1,0,0,1,0,1,0,0,female,NP,A,A,D,C,D,E,C,A,,B,No,A,E,F,D,1409718063728.jpg,1409717690005.jpg
2509261232,23.152666,90.717325,Chandpur-2,yes ,1,2,0,0,0,0,0,1,0,0,female,NP,A,A,A,A,D,E,A,A,,B,No,A,E,F,D,1409720826507.jpg,1409722752764.jpg
2509261236,23.157377,90.71317,Chandpur-2,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,A,A,D,C,C,E,A,A,,B,yes,A,E,F,D,1409722642622.jpg,1409722695505.jpg
2509261233,23.152666,90.717325,Chandpur-2,yes ,2,2,0,0,0,1,1,1,0,0,female,NP,C,D,D,D,B,A,C,C,,A,yes,A,E,F,C,1409725794961.jpg,1409725682295.jpg
2509261231,23.181464,90.70528,Chandpur-2,yes ,1,1,0,0,0,1,1,1,0,0,male,NP,A,A,A,A,B,A,B,A,,A,yes,A,E,F,C,1409728285584.jpg,1409728304663.jpg
2516043536,22.434373,89.2581,ghugrakati- 4,yes ,2,2,0,1,0,0,0,0,0,0,female,NP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,C,1409727175433.jpg,1409728532828.jpg
2516043522,22.434373,89.2581,ghugrakati- 4,yes ,2,3,1,0,0,1,1,0,0,0,female,PP,E,E,E,E,E,E,B,D,pit,B,No,A,E,F,C,1409727905152.jpg,1409724608880.jpg
1464929422,25.012944,89.364741,Lokhipur,yes ,1,1,0,0,0,1,0,1,0,0,female,PP,D,D,C,D,B,A,A,A,,A,yes,B,C,F,C,1409716323484.jpg,1409716352624.jpg
1464929413,25.005321,89.347018,Lokhipur,yes ,1,1,1,0,0,0,0,1,0,0,female,UP,D,D,D,C,A,A,A,B,,B,No,B,C,F,C,1409717927228.jpg,1409718105702.jpg
1464929414,25.005321,89.347018,Lokhipur,yes ,2,2,0,0,1,0,1,0,0,0,male,PP,B,B,B,B,A,A,A,B,,B,yes,B,C,F,C,1409719664411.jpg,1409719681198.jpg
1464929415,25.012068,89.36472,Lokhipur,yes ,1,1,1,0,0,0,0,0,0,0,female,UP,D,D,D,D,C,C,A,A,,B,yes,B,D,C,,1409721320470.jpg,1409721349627.jpg
1464929416,25.011264,89.351536,Lokhipur,yes ,1,1,1,0,0,0,0,1,0,0,female,PP,B,B,B,B,B,A,A,B,,B,yes,B,C,F,C,1409722766184.jpg,1409722787023.jpg
2516043512,22.434373,89.2581,ghugrakati- 4,yes ,1,1,0,0,0,2,0,0,0,0,female,UP,C,D,C,D,E,E,B,D,pit,B,yes,A,E,F,C,1409723005487.jpg,1409722490625.jpg
1464929423,25.012663,89.364711,Lokhipur,yes ,1,2,0,0,0,0,0,0,0,0,female,PP,D,D,D,D,D,D,A,A,,B,yes,B,D,F,C,1409716796538.jpg,1409716845001.jpg
1464929433,25.011224,89.365838,Lokhipur,yes ,1,1,0,0,0,0,0,0,0,0,female,NP,B,B,D,C,C,C,C,A,,B,yes,A,C,F,C,1409718990321.jpg,1409719053446.jpg
1464929425,25.00662,89.370714,Lokhipur,yes ,1,0,1,0,1,0,0,0,0,0,male,PP,B,B,B,B,B,A,A,A,,B,yes,A,C,F,C,1409727000058.jpg,1409727024323.jpg
1464929424,25.010455,89.366162,Lokhipur,yes ,1,2,1,0,0,0,0,0,0,0,female,PP,C,D,D,D,B,A,B,A,,B,yes,B,C,F,C,1409720807588.jpg,1409720887389.jpg
2516043514,22.434373,89.2581,ghugrakati- 4,yes ,2,1,0,0,0,1,1,0,0,0,female,UP,C,D,C,D,D,D,B,A,,B,No,A,E,C,,1409723120923.jpg,1409721622784.jpg
1464929434,25.011588,89.365879,Lokhipur,yes ,2,2,0,0,1,0,1,0,0,0,male,NP,B,B,D,C,C,C,A,A,,B,No,B,C,F,C,1409723014294.jpg,1409723095959.jpg
1464929435,25.012341,89.36543,Lokhipur,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,B,B,B,B,B,A,A,A,,B,yes,A,C,C,,1409731590724.jpg,1409731604383.jpg
1464929436,25.024042,89.3179,Lokhipur,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430414332,23.102992,89.106206,Pairadanga,yes ,1,1,0,0,1,0,1,0,0,0,female,NP,A,A,A,A,B,A,B,A,,A,yes,A,B,C,,1409645414605.jpg,1409645474684.jpg
1464929426,25.002039,89.369735,Lokhipur,yes ,1,1,0,1,0,0,0,0,0,0,female,UP,E,E,E,E,C,C,A,A,,B,yes,A,D,C,,1409728236291.jpg,1409728278907.jpg
2516043525,22.431648,89.264173,ghugrakati- 4,yes ,2,3,0,0,0,1,0,1,0,0,female,PP,E,E,E,E,C,C,A,A,,B,No,A,E,C,,1409727735969.jpg,1409720161934.jpg
2511592021,25.161768,91.967558,Dhakin panthomai,yes ,1,1,1,0,1,1,1,0,0,0,female,PP,C,D,D,D,E,F,,,,,,,,,,,
2511592033,25.160589,91.966589,Dhakin panthomai,yes ,3,3,1,1,1,0,2,0,0,0,female,NP,B,B,D,C,D,D,A,A,,B,No,B,D,F,C,1409718715464.jpg,1409718730647.jpg
1414171713,23.678433,91.070939,kandughor-2,yes ,2,2,1,0,1,0,0,0,0,0,female,UP,B,B,B,B,B,A,B,A,,A,yes,A,B,F,D,1409727963087.jpg,1409752745868.jpg
2511592013,25.161768,91.967558,Dhakin panthomai,yes ,1,2,0,0,0,1,0,1,0,0,female,UP,B,B,D,C,D,D,A,A,,C,No,B,D,F,C,1409719478381.jpg,1409719515650.jpg
