"Sl..No","Barcode","code128","PSU","District","PSU_UP","Upazila","PSU_Union","Union","PSU_VWC","VWC","HH_PSU","wealth","Ultra.poor","Poor","Non.Poor","Total","Remarks","Print.Sl..no"
22669,1461899116,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",16,"UP",51,135,110,296,NA,29
22669,1461899121,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",21,"PP",51,135,110,296,NA,29
22669,1461899122,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",22,"PP",51,135,110,296,NA,29
22669,1461899123,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",23,"PP",51,135,110,296,NA,29
22669,1461899124,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",24,"PP",51,135,110,296,NA,29
22669,1461899125,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",25,"PP",51,135,110,296,NA,29
22669,1461899126,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",26,"PP",51,135,110,296,NA,29
22669,1461899131,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",31,"NP",51,135,110,296,NA,29
22669,1461899132,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",32,"NP",51,135,110,296,NA,29
22669,1461899133,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",33,"NP",51,135,110,296,NA,29
22669,1461899134,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",34,"NP",51,135,110,296,NA,29
22669,1461899135,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",35,"NP",51,135,110,296,NA,29
22669,1461899136,NA,14,"Magura",61,"Shalikha",89,"Dhaneswargati",91,"Singra",36,"NP",51,135,110,296,NA,29
30439,1442606211,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",11,"UP",131,28,97,256,NA,30
30439,1442606212,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",12,"UP",131,28,97,256,NA,30
30439,1442606213,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",13,"UP",131,28,97,256,NA,30
30439,1442606214,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",14,"UP",131,28,97,256,NA,30
30439,1442606215,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",15,"UP",131,28,97,256,NA,30
30439,1442606216,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",16,"UP",131,28,97,256,NA,30
30439,1442606221,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",21,"PP",131,28,97,256,NA,30
30439,1442606222,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",22,"PP",131,28,97,256,NA,30
30439,1442606223,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",23,"PP",131,28,97,256,NA,30
30439,1442606224,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",24,"PP",131,28,97,256,NA,30
30439,1442606225,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",25,"PP",131,28,97,256,NA,30
30439,1442606226,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",26,"PP",131,28,97,256,NA,30
30439,1442606231,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",31,"NP",131,28,97,256,NA,30
30439,1442606232,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",32,"NP",131,28,97,256,NA,30
30439,1442606233,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",33,"NP",131,28,97,256,NA,30
30439,1442606234,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",34,"NP",131,28,97,256,NA,30
30439,1442606235,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",35,"NP",131,28,97,256,NA,30
30439,1442606236,NA,14,"Natore",42,"Lalpur ",60,"Kadimchilan",62,"Vobanipur-2",36,"NP",131,28,97,256,NA,30
30342,1442616311,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",11,"UP",86,28,135,249,NA,30
30342,1442616312,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",12,"UP",86,28,135,249,NA,30
30342,1442616313,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",13,"UP",86,28,135,249,NA,30
30342,1442616314,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",14,"UP",86,28,135,249,NA,30
30342,1442616315,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",15,"UP",86,28,135,249,NA,30
30342,1442616316,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",16,"UP",86,28,135,249,NA,30
30342,1442616321,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",21,"PP",86,28,135,249,NA,30
30342,1442616322,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",22,"PP",86,28,135,249,NA,30
30342,1442616323,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",23,"PP",86,28,135,249,NA,30
30342,1442616324,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",24,"PP",86,28,135,249,NA,30
30342,1442616325,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",25,"PP",86,28,135,249,NA,30
30342,1442616326,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",26,"PP",86,28,135,249,NA,30
30342,1442616331,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",31,"NP",86,28,135,249,NA,30
30342,1442616332,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",32,"NP",86,28,135,249,NA,30
30342,1442616333,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",33,"NP",86,28,135,249,NA,30
30342,1442616334,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",34,"NP",86,28,135,249,NA,30
30342,1442616335,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",35,"NP",86,28,135,249,NA,30
30342,1442616336,NA,14,"Natore",42,"Lalpur ",61,"Duyaria",63,"Ramnathpur ",36,"NP",86,28,135,249,NA,30
30458,1442626411,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",11,"UP",68,102,130,300,NA,30
30458,1442626412,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",12,"UP",68,102,130,300,NA,30
30458,1442626413,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",13,"UP",68,102,130,300,NA,30
30458,1442626414,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",14,"UP",68,102,130,300,NA,30
30458,1442626415,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",15,"UP",68,102,130,300,NA,30
30458,1442626416,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",16,"UP",68,102,130,300,NA,30
30458,1442626421,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",21,"PP",68,102,130,300,NA,30
30458,1442626422,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",22,"PP",68,102,130,300,NA,30
30458,1442626423,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",23,"PP",68,102,130,300,NA,30
30458,1442626424,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",24,"PP",68,102,130,300,NA,30
30458,1442626425,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",25,"PP",68,102,130,300,NA,30
30458,1442626426,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",26,"PP",68,102,130,300,NA,30
30458,1442626431,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",31,"NP",68,102,130,300,NA,30
30458,1442626432,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",32,"NP",68,102,130,300,NA,30
30458,1442626433,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",33,"NP",68,102,130,300,NA,30
30458,1442626434,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",34,"NP",68,102,130,300,NA,30
30458,1442626435,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",35,"NP",68,102,130,300,NA,30
30458,1442626436,NA,14,"Natore",42,"Lalpur ",62,"GopalpurPouroshova",64,"Gopalpur-1",36,"NP",68,102,130,300,NA,30
23964,1431434511,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",11,"UP",26,108,98,232,NA,31
23964,1431434512,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",12,"UP",26,108,98,232,NA,31
23964,1431434513,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",13,"UP",26,108,98,232,NA,31
23964,1431434514,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",14,"UP",26,108,98,232,NA,31
23964,1431434515,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",15,"UP",26,108,98,232,NA,31
23964,1431434516,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",16,"UP",26,108,98,232,NA,31
23964,1431434521,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",21,"PP",26,108,98,232,NA,31
23964,1431434522,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",22,"PP",26,108,98,232,NA,31
23964,1431434523,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",23,"PP",26,108,98,232,NA,31
23964,1431434524,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",24,"PP",26,108,98,232,NA,31
23964,1431434525,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",25,"PP",26,108,98,232,NA,31
23964,1431434526,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",26,"PP",26,108,98,232,NA,31
23964,1431434531,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",31,"NP",26,108,98,232,NA,31
23964,1431434532,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",32,"NP",26,108,98,232,NA,31
23964,1431434533,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",33,"NP",26,108,98,232,NA,31
23964,1431434534,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",34,"NP",26,108,98,232,NA,31
23964,1431434535,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",35,"NP",26,108,98,232,NA,31
23964,1431434536,NA,14,"Joypurhat",31,"Joypurhat sadar",43,"Puranapail",45,"cithatigara",36,"NP",26,108,98,232,NA,31
6401,2501733711,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",11,"UP",44,32,55,131,NA,31
6401,2501733712,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",12,"UP",44,32,55,131,NA,31
6401,2501733713,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",13,"UP",44,32,55,131,NA,31
6401,2501733714,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",14,"UP",44,32,55,131,NA,31
6401,2501733715,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",15,"UP",44,32,55,131,NA,31
6401,2501733716,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",16,"UP",44,32,55,131,NA,31
6401,2501733721,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",21,"PP",44,32,55,131,NA,31
6401,2501733722,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",22,"PP",44,32,55,131,NA,31
6401,2501733723,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",23,"PP",44,32,55,131,NA,31
6401,2501733724,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",24,"PP",44,32,55,131,NA,31
6401,2501733725,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",25,"PP",44,32,55,131,NA,31
6401,2501733726,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",26,"PP",44,32,55,131,NA,31
6401,2501733731,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",31,"NP",44,32,55,131,NA,31
6401,2501733732,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",32,"NP",44,32,55,131,NA,31
6401,2501733733,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",33,"NP",44,32,55,131,NA,31
6401,2501733734,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",34,"NP",44,32,55,131,NA,31
6401,2501733735,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",35,"NP",44,32,55,131,NA,31
6401,2501733736,NA,25,"Joypurhat",1,"Akkelpur",73,"Sonamukhi",37,"Gonipur -03",36,"NP",44,32,55,131,NA,31
6482,2501625511,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",11,"UP",50,21,170,241,NA,31
6482,2501625512,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",12,"UP",50,21,170,241,NA,31
6482,2501625513,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",13,"UP",50,21,170,241,NA,31
6482,2501625514,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",14,"UP",50,21,170,241,NA,31
6482,2501625515,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",15,"UP",50,21,170,241,NA,31
6482,2501625516,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",16,"UP",50,21,170,241,NA,31
6482,2501625521,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",21,"PP",50,21,170,241,NA,31
6482,2501625522,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",22,"PP",50,21,170,241,NA,31
6482,2501625523,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",23,"PP",50,21,170,241,NA,31
6482,2501625524,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",24,"PP",50,21,170,241,NA,31
6482,2501625525,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",25,"PP",50,21,170,241,NA,31
6482,2501625526,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",26,"PP",50,21,170,241,NA,31
6482,2501625531,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",31,"NP",50,21,170,241,NA,31
6482,2501625532,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",32,"NP",50,21,170,241,NA,31
6482,2501625533,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",33,"NP",50,21,170,241,NA,31
6482,2501625534,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",34,"NP",50,21,170,241,NA,31
6482,2501625535,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",35,"NP",50,21,170,241,NA,31
6482,2501625536,NA,25,"Joypurhat",1,"Akkelpur",62,"Raikali",55,"Maligram",36,"NP",50,21,170,241,NA,31
6379,2501667411,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",11,"UP",38,34,51,123,NA,31
6379,2501667412,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",12,"UP",38,34,51,123,NA,31
6379,2501667413,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",13,"UP",38,34,51,123,NA,31
6379,2501667414,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",14,"UP",38,34,51,123,NA,31
6379,2501667415,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",15,"UP",38,34,51,123,NA,31
6379,2501667416,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",16,"UP",38,34,51,123,NA,31
6379,2501667421,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",21,"PP",38,34,51,123,NA,31
6379,2501667422,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",22,"PP",38,34,51,123,NA,31
6379,2501667423,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",23,"PP",38,34,51,123,NA,31
6379,2501667424,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",24,"PP",38,34,51,123,NA,31
6379,2501667425,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",25,"PP",38,34,51,123,NA,31
6379,2501667426,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",26,"PP",38,34,51,123,NA,31
6379,2501667431,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",31,"NP",38,34,51,123,NA,31
6379,2501667432,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",32,"NP",38,34,51,123,NA,31
6379,2501667433,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",33,"NP",38,34,51,123,NA,31
6379,2501667434,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",34,"NP",38,34,51,123,NA,31
6379,2501667435,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",35,"NP",38,34,51,123,NA,31
6379,2501667436,NA,25,"Joypurhat",1,"Akkelpur",66,"Rukindipur",74,"Poschim Matapur -02",36,"NP",38,34,51,123,NA,31
6203,2515037611,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",11,"UP",37,109,71,217,NA,31
6203,2515037612,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",12,"UP",37,109,71,217,NA,31
6203,2515037613,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",13,"UP",37,109,71,217,NA,31
6203,2515037614,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",14,"UP",37,109,71,217,NA,31
6203,2515037615,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",15,"UP",37,109,71,217,NA,31
6203,2515037616,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",16,"UP",37,109,71,217,NA,31
6203,2515037621,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",21,"PP",37,109,71,217,NA,31
6203,2515037622,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",22,"PP",37,109,71,217,NA,31
6203,2515037623,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",23,"PP",37,109,71,217,NA,31
6203,2515037624,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",24,"PP",37,109,71,217,NA,31
6203,2515037625,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",25,"PP",37,109,71,217,NA,31
6203,2515037626,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",26,"PP",37,109,71,217,NA,31
6203,2515037631,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",31,"NP",37,109,71,217,NA,31
6203,2515037632,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",32,"NP",37,109,71,217,NA,31
6203,2515037633,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",33,"NP",37,109,71,217,NA,31
6203,2515037634,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",34,"NP",37,109,71,217,NA,31
6203,2515037635,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",35,"NP",37,109,71,217,NA,31
6203,2515037636,NA,25,"Joypurhat",15,"Khetlal",3,"Alampur",76,"Ragunathpur",36,"NP",37,109,71,217,NA,31
5465,2518474111,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",11,"UP",49,66,88,203,NA,32
5465,2518474112,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",12,"UP",49,66,88,203,NA,32
5465,2518474113,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",13,"UP",49,66,88,203,NA,32
5465,2518474114,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",14,"UP",49,66,88,203,NA,32
5465,2518474115,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",15,"UP",49,66,88,203,NA,32
5465,2518474116,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",16,"UP",49,66,88,203,NA,32
5465,2518474121,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",21,"PP",49,66,88,203,NA,32
5465,2518474122,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",22,"PP",49,66,88,203,NA,32
5465,2518474123,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",23,"PP",49,66,88,203,NA,32
5465,2518474124,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",24,"PP",49,66,88,203,NA,32
5465,2518474125,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",25,"PP",49,66,88,203,NA,32
5465,2518474126,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",26,"PP",49,66,88,203,NA,32
5465,2518474131,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",31,"NP",49,66,88,203,NA,32
5465,2518474132,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",32,"NP",49,66,88,203,NA,32
5465,2518474133,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",33,"NP",49,66,88,203,NA,32
5465,2518474134,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",34,"NP",49,66,88,203,NA,32
5465,2518474135,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",35,"NP",49,66,88,203,NA,32
5465,2518474136,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",47,"Mogholhat",41,"Itapota-1",36,"NP",49,66,88,203,NA,32
5513,2518609711,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",11,"UP",118,47,67,232,NA,32
5513,2518609712,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",12,"UP",118,47,67,232,NA,32
5513,2518609713,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",13,"UP",118,47,67,232,NA,32
5513,2518609714,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",14,"UP",118,47,67,232,NA,32
5513,2518609715,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",15,"UP",118,47,67,232,NA,32
5513,2518609716,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",16,"UP",118,47,67,232,NA,32
5513,2518609721,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",21,"PP",118,47,67,232,NA,32
5513,2518609722,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",22,"PP",118,47,67,232,NA,32
5513,2518609723,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",23,"PP",118,47,67,232,NA,32
5513,2518609724,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",24,"PP",118,47,67,232,NA,32
5513,2518609725,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",25,"PP",118,47,67,232,NA,32
5513,2518609726,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",26,"PP",118,47,67,232,NA,32
5513,2518609731,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",31,"NP",118,47,67,232,NA,32
5513,2518609732,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",32,"NP",118,47,67,232,NA,32
5513,2518609733,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",33,"NP",118,47,67,232,NA,32
5513,2518609734,NA,25,"Lalmonirhat",18,"Lalmonirhat Sadar",60,"Lalmonirhat Sadar-Pourashava",97,"Vaturi-1",34,"NP",118,47,67,232,NA,32
