"_URI","_CREATOR_URI_USER","_CREATION_DATE","_LAST_UPDATE_URI_USER","_LAST_UPDATE_DATE","_MODEL_VERSION","_UI_VERSION","_IS_COMPLETE","_SUBMISSION_DATE","_MARKED_AS_COMPLETE_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE","RVHC_LATRINE_USE_BY_WHOM","RVHC_HH_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE_OUPUT","RVHC_HOUSEHOLD_LOCATION_LNG","RVHC_SHARED_LATRINE","RVHC_NO_OF_PEOPLE_WITH_DIFFICULTIES","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_LAT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_ADULT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE_OUPUT","RVHC_NAME_OF_VILLAGE","RVHC_HOUSEHOLD_LOCATION_ALT","META_INSTANCE_ID","RVHC_LATRINE_USE_WHEN","RVHC_HOUSEHOLD_BARCODE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT_OUPUT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT","RVHC_TYPE_OF_LATRINE_OTHER","RVHC_TYPE_OF_LATRINE","RVHC_SECTION1_RVHC_SURVEYER_GENDER","RVHC_SAFE_AND_STORED_WATER_SOURCE","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_ACC","RVHC_SANITARY_HYGENIC_HH_LATRINE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_ADULT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_CHILD","RVHC_SANITARY_HYGENIC_HH_LATRINE","RVHC_SAFE_AND_STORED_WATER_SOURCE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_CHILD","RVHC_SITUATION_OF_HH_ON_SURVEY","RVHC_DIARRHOE","RVHC_HANDWASHING_PROVISION_AFTER_DEFECTION"
"uuid:6ba74def-7575-4d12-9cde-0499dbfd6b91","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 06:24:04","uid:enamul|2013-12-18T23:11:29.051+0000","2014-01-01 10:59:48",,,"1","2013-12-31 06:24:04","2014-01-01 10:59:48","C","C","2013-12-31 00:00:00","",89.2503562000,"A","0",0,25.5687657000,1,"","Dabra",0.0000000000,"uuid:6ba74def-7575-4d12-9cde-0499dbfd6b91","A","31412328","","","D","","A","Female","D",0,3588.0000000000,"",1,0,"4","",2,"up","","D"
"uuid:88af917b-1f2a-4010-8100-000e67a80a72","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 06:24:20","","2013-12-31 06:24:20",,,"1","2013-12-31 06:24:20","2013-12-31 06:24:20","D","D","2013-12-31 00:00:00","",91.3878909000,"A","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:88af917b-1f2a-4010-8100-000e67a80a72","B","31231433","","","C","","A","Male","A",2,4161.0000000000,"",2,,"4","",1,"np","","E"
"uuid:844761ae-d27f-49eb-a7d7-d40dfe69e4c6","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 06:25:15","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 11:46:06",,,"1","2013-12-31 06:25:15","2013-12-31 11:46:06","B","B","2013-12-31 00:00:00","",91.9095595692,"A","0",,21.9659791579,2,"","east baraghona",-79.0000000000,"uuid:844761ae-d27f-49eb-a7d7-d40dfe69e4c6","A","31181216","","","D","","A","Male","D",,90.0000000000,"",2,,"4","",1,"up","","E"
"uuid:4b6e0d7f-984b-42c0-bfa3-9b49795774a7","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 07:00:59","","2013-12-31 07:00:59",,,"1","2013-12-31 07:00:59","2013-12-31 07:00:59","C","D","2013-12-31 00:00:00","",91.3878909000,"A","0",2,22.8035539000,2,"","Purba Barodhali",0.0000000000,"uuid:4b6e0d7f-984b-42c0-bfa3-9b49795774a7","B","31231412","","","C","","A","Female","A",,4161.0000000000,"",2,1,"4","",1,"up","","E"
"uuid:590e4e7e-ea64-4c25-a4e9-b1c0ac579d28","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 07:04:50","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 07:11:44",,,"1","2013-12-31 07:04:50","2013-12-31 07:11:44","D","B","2013-12-31 00:00:00","",89.4242933000,"A","0",0,23.0050001000,1,"","Bivagdi",0.0000000000,"uuid:590e4e7e-ea64-4c25-a4e9-b1c0ac579d28","A","32216236","","","D","","A","Male","D",1,4134.0000000000,"",2,0,"1","",0,"np","","C"
"uuid:c1c2a12d-d89f-4e5b-8e3b-08dd7f816ab9","uid:maynul|2013-12-18T23:08:36.910+0000","2013-12-31 07:43:43","uid:maynul|2013-12-18T23:08:36.910+0000","2013-12-31 07:45:31",,,"1","2013-12-31 07:43:43","2013-12-31 07:45:31","F","C","2013-12-31 00:00:00","",88.3934175000,"C","0",1,24.9102079000,1,"","lebudangha_2",0.0000000000,"uuid:c1c2a12d-d89f-4e5b-8e3b-08dd7f816ab9","B","31743431","","C","B","","A","Female","A",0,3445.0000000000,"",1,0,"2","",1,"np","","B"
"uuid:b842dfa4-a231-452c-9b27-305f1bf0cb6d","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 07:49:26","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 09:49:32",,,"1","2013-12-31 07:49:26","2013-12-31 09:49:32","C","A","2013-12-31 00:00:00","",89.4242933000,"A","0",0,23.0050001000,1,"","Bivagdi",0.0000000000,"uuid:b842dfa4-a231-452c-9b27-305f1bf0cb6d","A","32216235","","","B","","A","Female","B",0,4134.0000000000,"",1,1,"1","",1,"np","","C"
"uuid:411ebf8f-8744-4b16-9a95-8df87585e98b","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 07:49:42","","2013-12-31 07:49:42",,,"1","2013-12-31 07:49:42","2013-12-31 07:49:42","F","B","2013-12-31 00:00:00","",91.3878909000,"B","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:411ebf8f-8744-4b16-9a95-8df87585e98b","B","31231411","","D","C","","A","Female","A",,4161.0000000000,"",1,,"4","",1,"up","","E"
"uuid:8d52aff4-c98f-454e-b014-38a3615af0e0","uid:nimai|2013-12-18T23:09:28.390+0000","2013-12-31 08:08:55","","2013-12-31 08:08:55",,,"1","2013-12-31 08:08:55","2013-12-31 08:08:55","F","B","2013-12-31 00:00:00","",88.7902998000,"A","0",0,24.2071093000,1,"","Monigram",0.0000000000,"uuid:8d52aff4-c98f-454e-b014-38a3615af0e0","B","31723331","","C","C","","A","Female","A",0,3073.0000000000,"",1,0,"3","",1,"np","","B"
"uuid:7da512c9-09bd-4d6e-acf6-a796d6e0591c","uid:shahjahan|2013-12-18T22:34:46.954+0000","2013-12-31 08:40:27","uid:shahjahan|2013-12-18T22:34:46.954+0000","2013-12-31 08:45:52",,,"1","2013-12-31 08:40:27","2013-12-31 08:45:52","F","C","2013-12-31 00:00:00","",90.3776601000,"C","0",0,22.5142263000,2,"","Bagdia",0.0000000000,"uuid:7da512c9-09bd-4d6e-acf6-a796d6e0591c","B","32034921","","C","D","","A","Female","D",1,3904.0000000000,"",1,2,"4","",0,"pp","","D"
"uuid:a0376d12-ebc5-489f-8227-ea5ee3793a47","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 08:50:45","","2013-12-31 08:50:45",,,"1","2013-12-31 08:50:45","2013-12-31 08:50:45","D","B","2013-12-31 00:00:00","",91.3878909000,"A","0",,22.8035539000,3,"","Purba Barodhli",0.0000000000,"uuid:a0376d12-ebc5-489f-8227-ea5ee3793a47","B","31231434","","","C","","A","Female","B",3,4161.0000000000,"",1,,"4","",,"np","","D"
"uuid:4c442515-d03c-47b7-abf9-066fee5adcc5","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 09:18:34","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 09:58:54",,,"1","2013-12-31 09:18:34","2013-12-31 09:58:54","D","D","2013-12-31 00:00:00","",92.0790023000,"B","0",0,21.7736187000,1,"","Hal kakra(molobirchora)",0.0000000000,"uuid:4c442515-d03c-47b7-abf9-066fee5adcc5","C","31191315","","","D","","A","Female","D",2,2740.0000000000,"",0,1,"4","",2,"up","","D"
"uuid:3af65b06-5ceb-4808-a7f3-1641e180e7c1","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 09:25:01","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 10:14:18",,,"1","2013-12-31 09:25:01","2013-12-31 10:14:18","D","C","2013-12-31 00:00:00","",92.0790023000,"B","0",0,21.7736187000,1,"","Halkakra(molobirchar)",0.0000000000,"uuid:3af65b06-5ceb-4808-a7f3-1641e180e7c1","B","31191333","","","D","","A","Female","D",0,2740.0000000000,"",1,1,"5","",2,"np","","D"
"uuid:48d10975-b2af-4240-a25d-05e19d7c239f","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 09:31:26","uid:kamrul|2013-12-18T22:35:37.668+0000","2013-12-31 10:13:09",,,"1","2013-12-31 09:31:26","2013-12-31 10:13:09","D","C","2013-12-31 00:00:00","",92.0790023000,"B","0",0,21.7736187000,1,"","Halkakra(molobirchor)",0.0000000000,"uuid:48d10975-b2af-4240-a25d-05e19d7c239f","C","31191324","","","D","","A","Male","D",0,2740.0000000000,"",1,1,"5","",2,"pp","","D"
"uuid:851bb4e8-e653-4540-b4c5-1c8181a36f18","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 09:35:35","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 12:04:14",,,"1","2013-12-31 09:35:35","2013-12-31 12:04:14","F","A","2013-12-31 00:00:00","",89.2716868000,"A","0",0,25.5706861000,1,"","Dabra",0.0000000000,"uuid:851bb4e8-e653-4540-b4c5-1c8181a36f18","A","31412333","","C","D","","A","Female","D",0,2978.0000000000,"",2,1,"4","",0,"np","","E"
"uuid:616a0274-1ee3-4485-a5f4-92c9e2024775","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 09:49:40","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 14:42:37",,,"1","2013-12-31 09:49:40","2013-12-31 14:42:37","","","2013-12-31 00:00:00","",88.4726466192,"","0",0,24.9602146848,1,"","kittoi",-4.0000000000,"uuid:616a0274-1ee3-4485-a5f4-92c9e2024775","","31914210","","","D","","","Female","D",1,35.0000000000,"",1,0,"6","",2,"up","",""
"uuid:3eaf7970-fb60-416c-b393-4f6f2fd52986","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 09:54:55","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:15:46",,,"1","2013-12-31 09:54:55","2013-12-31 12:15:46","F","B","2013-12-31 00:00:00","",88.9102732518,"A","0",1,23.4378963532,1,"","Raipur",-75.0000000000,"uuid:3eaf7970-fb60-416c-b393-4f6f2fd52986","B","32286425","","C","C","","A","Female","C",1,15.0000000000,"",1,0,"4","",0,"pp","","D"
"uuid:2ad2df38-4473-40f2-bd42-f11b77a39513","uid:hannan|2013-12-18T22:39:18.935+0000","2013-12-31 09:57:11","","2013-12-31 09:57:11",,,"1","2013-12-31 09:57:11","2013-12-31 09:57:11","C","B","2013-12-31 00:00:00","",89.4218647391,"C","0",0,25.6877670839,1,"","Sato jhinia",-14.0000000000,"uuid:2ad2df38-4473-40f2-bd42-f11b77a39513","B","31472531","","","D","","A","Female","D",0,10.0000000000,"",1,1,"3","",1,"np","","C"
"uuid:64538544-e8e7-4e33-862a-7701704d563f","uid:hannan|2013-12-18T22:39:18.935+0000","2013-12-31 09:58:09","uid:hannan|2013-12-18T22:39:18.935+0000","2013-12-31 11:34:03",,,"1","2013-12-31 09:58:09","2013-12-31 11:34:03","C","B","2013-12-31 00:00:00","",89.4042132000,"C","0",0,25.6952656000,1,"","Sato jhinia",0.0000000000,"uuid:64538544-e8e7-4e33-862a-7701704d563f","B","31472532","","","D","","A","Female","D",0,3575.0000000000,"",1,0,"4","",0,"np","","C"
"uuid:1a9bc14f-5464-4b90-a9ee-b2d783fc4f4a","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 10:01:05","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 14:58:33",,,"1","2013-12-31 10:01:05","2013-12-31 14:58:33","","","2013-12-31 00:00:00","",88.4781840000,"","0",0,24.9511900000,2,"","kittoli",0.0000000000,"uuid:1a9bc14f-5464-4b90-a9ee-b2d783fc4f4a","","31914225","","","D","","","Female","D",0,3868.0000000000,"",2,0,"6","",1,"pp","",""
"uuid:dc4f36dd-374d-4652-ae5a-bc2629b72f50","uid:hannan|2013-12-18T22:39:18.935+0000","2013-12-31 10:04:10","uid:hannan|2013-12-18T22:39:18.935+0000","2013-12-31 13:25:14",,,"1","2013-12-31 10:04:10","2013-12-31 13:25:14","F","A","2013-12-31 00:00:00","",89.4042132000,"B","0",,25.6952656000,2,"","Sato jinia",0.0000000000,"uuid:dc4f36dd-374d-4652-ae5a-bc2629b72f50","B","31472533","","C","B","","A","Female","A",,3575.0000000000,"",2,1,"1","",1,"np","","B"
"uuid:35f9d07a-5097-478c-a429-97032f272874","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 10:06:50","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 14:59:29",,,"1","2013-12-31 10:06:50","2013-12-31 14:59:29","","","2013-12-31 00:00:00","",88.4951162000,"","0",0,24.9927648000,1,"","kittoli",0.0000000000,"uuid:35f9d07a-5097-478c-a429-97032f272874","","31914228","","","C","","","Female","A",0,3950.0000000000,"",1,0,"6","",0,"pp","",""
"uuid:3d4e53e3-a62b-4238-a587-ae1f7ff6368e","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 10:07:07","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 11:43:14",,,"1","2013-12-31 10:07:07","2013-12-31 11:43:14","C","A","2013-12-31 00:00:00","",89.2514528000,"A","0",2,25.5707506000,1,"","Dabra",0.0000000000,"uuid:3d4e53e3-a62b-4238-a587-ae1f7ff6368e","A","31412335","","","D","","A","Female","D",0,3930.0000000000,"",1,0,"4","",0,"np","","C"
"uuid:93ad0faf-b8c1-404b-a481-ffc71c636cc1","uid:hafizur|2013-12-18T22:34:56.018+0000","2013-12-31 10:09:55","uid:hafizur|2013-12-18T22:34:56.018+0000","2013-12-31 10:13:33",,,"1","2013-12-31 10:09:55","2013-12-31 10:13:33","C","B","2013-12-31 00:00:00","",90.1725563000,"A","0",0,23.0702820000,2,"","west bangram",0.0000000000,"uuid:93ad0faf-b8c1-404b-a481-ffc71c636cc1","B","32306622","","","A","","A","Female","A",0,2805.0000000000,"",1,0,"4","",1,"pp","","E"
"uuid:a45688cd-0d08-4ccc-bd31-151783e0b980","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 10:44:24","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 14:57:38",,,"1","2013-12-31 10:44:24","2013-12-31 14:57:38","","","2013-12-31 00:00:00","",88.4781840000,"","0",1,24.9511900000,1,"","kittoli",0.0000000000,"uuid:a45688cd-0d08-4ccc-bd31-151783e0b980","","31914216","","","D","","","Female","D",0,3868.0000000000,"",1,0,"6","",0,"up","",""
"uuid:7388c7d0-2d11-4876-b026-a69c4fd1ac7a","uid:sanjoy|2013-12-18T22:36:41.529+0000","2013-12-31 10:54:16","uid:sanjoy|2013-12-18T22:36:41.529+0000","2013-12-31 11:03:52",,,"1","2013-12-31 10:54:16","2013-12-31 11:03:52","F","B","2013-12-31 00:00:00","",88.9739654000,"A","0",0,23.3570918000,2,"","Borokhanpur",0.0000000000,"uuid:7388c7d0-2d11-4876-b026-a69c4fd1ac7a","A","32256310","","C","D","","A","Female","D",0,3671.0000000000,"",2,0,"1","",0,"up","","E"
"uuid:cdfa4694-551a-43f2-b2f1-7436d9975cca","uid:maynul|2013-12-18T23:08:36.910+0000","2013-12-31 11:12:10","","2013-12-31 11:12:10",,,"1","2013-12-31 11:12:10","2013-12-31 11:12:10","F","B","2013-12-31 00:00:00","",88.3934175000,"C","0",0,24.9102079000,1,"","lebudangha-2",0.0000000000,"uuid:cdfa4694-551a-43f2-b2f1-7436d9975cca","B","31743411","","B","B","","A","Male","B",0,3445.0000000000,"",1,0,"2","",0,"up","","B"
"uuid:4002f12a-01ad-4c10-be80-0da5c88c857e","uid:hafizur|2013-12-18T22:34:56.018+0000","2013-12-31 11:15:00","uid:hafizur|2013-12-18T22:34:56.018+0000","2013-12-31 11:28:42",,,"1","2013-12-31 11:15:00","2013-12-31 11:28:42","F","B","2013-12-31 00:00:00","",90.1725563000,"A","0",0,23.0702820000,1,"","west bangram",0.0000000000,"uuid:4002f12a-01ad-4c10-be80-0da5c88c857e","B","32306621","","C","A","","A","Female","A",1,2805.0000000000,"",1,1,"4","",1,"pp","","E"
"uuid:dc224279-78a0-4759-985e-5cfd233e2407","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 11:49:37","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 14:45:16",,,"1","2013-12-31 11:49:37","2013-12-31 14:45:16","F","B","2013-12-31 00:00:00","",91.3717094514,"A","0",0,24.1548298751,1,"","Jogodishpur tea garden",-4.0000000000,"uuid:dc224279-78a0-4759-985e-5cfd233e2407","A","31030117","","C","D","","A","Male","D",0,20.0000000000,"",1,3,"5","",1,"up","","E"
"uuid:edd398ff-87f5-4ccf-99fa-472074a90368","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 11:51:35","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 13:53:35",,,"1","2013-12-31 11:51:35","2013-12-31 13:53:35","","","2013-12-31 00:00:00","",88.4951162000,"","0",1,24.9927648000,1,"","kittoli",0.0000000000,"uuid:edd398ff-87f5-4ccf-99fa-472074a90368","","31914217","","","E","","","Male","E",0,3950.0000000000,"",1,1,"6","",0,"up","",""
"uuid:63a5584f-59b6-46bf-a539-dfcd9ebf4adf","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 11:52:35","","2013-12-31 11:52:35",,,"1","2013-12-31 11:52:35","2013-12-31 11:52:35","F","B","2013-12-31 00:00:00","",91.7056547000,"C","0",,21.9650119000,2,"","east baraghona",0.0000000000,"uuid:63a5584f-59b6-46bf-a539-dfcd9ebf4adf","A","31181212","","E","A","open place","D","Male","A",2,4239.0000000000,"",1,,"5","",1,"up","","E"
"uuid:52c9c694-e1ec-4ff1-9b8e-2ffbcdc58568","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 11:54:15","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 14:52:25",,,"1","2013-12-31 11:54:15","2013-12-31 14:52:25","","","2013-12-31 00:00:00","",91.3610944000,"","0",0,24.1502838000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:52c9c694-e1ec-4ff1-9b8e-2ffbcdc58568","","31030122","","","C","","","Male","A",0,4258.0000000000,"",1,2,"6","",1,"pp","",""
"uuid:6293bcd0-f7c1-47b2-8f61-091c4363a984","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 11:56:02","","2013-12-31 11:56:02",,,"1","2013-12-31 11:56:02","2013-12-31 11:56:02","B","B","2013-12-31 00:00:00","",91.9095595692,"A","0",,21.9659791579,2,"","east baraghona",-79.0000000000,"uuid:6293bcd0-f7c1-47b2-8f61-091c4363a984","A","31181216","","","D","","A","Male","D",,90.0000000000,"",2,,"4","",1,"up","","E"
"uuid:962c4bb4-669a-4fd2-b189-290957500ab6","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 11:57:35","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 13:54:25",,,"1","2013-12-31 11:57:35","2013-12-31 13:54:25","","","2013-12-31 00:00:00","",88.4781840000,"","0",,24.9511900000,1,"","hiradanga",0.0000000000,"uuid:962c4bb4-669a-4fd2-b189-290957500ab6","","31914211","","","B","","","Female","A",0,3868.0000000000,"",0,0,"6","",0,"up","",""
"uuid:73b5c5c7-c8d7-4568-8a21-f70b022499b1","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 11:58:08","uid:ershad|2013-12-18T22:35:27.083+0000","2013-12-31 13:38:34",,,"1","2013-12-31 11:58:08","2013-12-31 13:38:34","F","B","2013-12-31 00:00:00","",91.9093192951,"A","0",0,21.9653709746,2,"","east baraghona",-9.0000000000,"uuid:73b5c5c7-c8d7-4568-8a21-f70b022499b1","A","31181238","","E","A","","A","Male","B",2,50.0000000000,"",1,1,"5","",2,"np","","B"
"uuid:c1ff9fa8-d736-41ee-814a-8be4991c25b9","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 11:59:37","uid:alauddin|2013-12-18T22:35:16.923+0000","2014-01-01 07:58:09",,,"1","2013-12-31 11:59:37","2014-01-01 07:58:09","F","B","2013-12-31 00:00:00","",91.3610944000,"B","0",1,24.1502838000,2,"","Jogodishpur tea garden",0.0000000000,"uuid:c1ff9fa8-d736-41ee-814a-8be4991c25b9","A","31030116","","C","C","","A","Male","A",0,4258.0000000000,"",1,1,"5","",1,"up","","E"
"uuid:6f4ec744-5af1-4ac1-b80a-fba4e706be69","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 12:03:33","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 13:55:24",,,"1","2013-12-31 12:03:33","2013-12-31 13:55:24","","","2013-12-31 00:00:00","",88.4781840000,"","0",0,24.9511900000,2,"","hiradanga",0.0000000000,"uuid:6f4ec744-5af1-4ac1-b80a-fba4e706be69","","15712721","","","C","","","Male","A",0,3868.0000000000,"",1,0,"6","",1,"pp","",""
"uuid:ea16e78c-650f-4b70-8b9e-86c830cb82a0","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 12:04:55","uid:alauddin|2013-12-18T22:35:16.923+0000","2014-01-01 08:04:02",,,"1","2013-12-31 12:04:55","2014-01-01 08:04:02","F","B","2013-12-31 00:00:00","",91.3699942217,"A","0",1,24.1546524710,1,"","Jogodishpur tea garden",27.0000000000,"uuid:ea16e78c-650f-4b70-8b9e-86c830cb82a0","A","31030128","","C","C","","A","Female","C",1,20.0000000000,"",1,0,"5","",0,"pp","","E"
"uuid:a073c23d-b808-4206-a638-fc90be01566e","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 12:08:29","","2013-12-31 12:08:29",,,"1","2013-12-31 12:08:29","2013-12-31 12:08:29","C","A","2013-12-31 00:00:00","",89.2514528000,"A","0",2,25.5707506000,1,"","Dabra",0.0000000000,"uuid:a073c23d-b808-4206-a638-fc90be01566e","A","31412335","","","D","","A","Female","D",0,3930.0000000000,"",1,0,"4","",0,"np","","C"
"uuid:9aa92350-baf6-466c-be98-050b613c25a3","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 12:09:37","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 13:56:10",,,"1","2013-12-31 12:09:37","2013-12-31 13:56:10","","","2013-12-31 00:00:00","",88.4781840000,"","0",0,24.9511900000,1,"","hiradanga",0.0000000000,"uuid:9aa92350-baf6-466c-be98-050b613c25a3","","31914224","","","C","","","Female","A",1,3868.0000000000,"",1,2,"6","",0,"pp","",""
"uuid:18fd6033-52a7-4034-8311-65059790931a","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 12:10:28","uid:alauddin|2013-12-18T22:35:16.923+0000","2014-01-01 08:09:35",,,"1","2013-12-31 12:10:28","2014-01-01 08:09:35","F","B","2013-12-31 00:00:00","",91.3610944000,"B","0",0,24.1502838000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:18fd6033-52a7-4034-8311-65059790931a","A","31030131","","C","D","","C","Female","D",0,4258.0000000000,"",1,0,"3","",2,"np","","D"
"uuid:c961f7f9-5c9f-4c32-a01b-e46942855370","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 12:15:59","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 14:23:10",,,"1","2013-12-31 12:15:59","2013-12-31 14:23:10","F","A","2013-12-31 00:00:00","",91.3610944000,"B","0",1,24.1502838000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:c961f7f9-5c9f-4c32-a01b-e46942855370","A","31030132","","C","D","","C","Female","D",0,4258.0000000000,"",2,0,"3","",0,"np","","D"
"uuid:411fb10c-add3-4d35-bd24-a7ec0d3fc15e","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:17:00","","2013-12-31 12:17:00",,,"1","2013-12-31 12:17:00","2013-12-31 12:17:00","F","B","2013-12-31 00:00:00","",88.9062055000,"A","0",1,23.4025587000,1,"","Raipur",0.0000000000,"uuid:411fb10c-add3-4d35-bd24-a7ec0d3fc15e","B","32286431","","C","D","","A","Female","D",1,3899.0000000000,"",1,0,"5","",0,"np","","C"
"uuid:34a38bf4-2cc8-4cf7-a106-275ed9da6b3e","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:18:16","","2013-12-31 12:18:16",,,"1","2013-12-31 12:18:16","2013-12-31 12:18:16","F","B","2013-12-31 00:00:00","",88.9112269124,"A","0",0,23.4383782893,2,"","Raipur",-50.0000000000,"uuid:34a38bf4-2cc8-4cf7-a106-275ed9da6b3e","B","32286434","","C","D","","A","Female","D",1,5.0000000000,"",2,1,"5","",0,"np","","E"
"uuid:c34cff8b-c2d4-4a33-8e9c-b13008e58037","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:19:58","","2013-12-31 12:19:58",,,"1","2013-12-31 12:19:58","2013-12-31 12:19:58","F","A","2013-12-31 00:00:00","",88.9062055000,"A","0",0,23.4025587000,3,"","Raipur",0.0000000000,"uuid:c34cff8b-c2d4-4a33-8e9c-b13008e58037","A","32286412","","C","D","","A","Female","D",0,3899.0000000000,"",2,0,"2","",1,"up","","D"
"uuid:fe086546-1fef-4d30-a74a-54caa8d3422b","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 12:21:02","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-31 15:20:29",,,"1","2013-12-31 12:21:02","2013-12-31 15:20:29","C","B","2013-12-31 00:00:00","",91.3610944000,"B","0",0,24.1502838000,3,"","Jogodishpur tea garden",0.0000000000,"uuid:fe086546-1fef-4d30-a74a-54caa8d3422b","A","31030133","","","C","","C","Male","B",0,4258.0000000000,"",4,1,"3","",0,"np","","C"
"uuid:46d8dbc2-a109-473b-a9f5-87a8a94d2e53","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:21:26","","2013-12-31 12:21:26",,,"1","2013-12-31 12:21:26","2013-12-31 12:21:26","F","B","2013-12-31 00:00:00","",88.9123699922,"A","0",0,23.4386017607,1,"","Raipur",-25.0000000000,"uuid:46d8dbc2-a109-473b-a9f5-87a8a94d2e53","B","32286437","","C","D","","A","Female","D",0,20.0000000000,"",1,1,"4","",1,"np","","D"
"uuid:23cc4824-d20f-4953-8814-7887936df3da","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-31 12:22:36","","2013-12-31 12:22:36",,,"1","2013-12-31 12:22:36","2013-12-31 12:22:36","C","B","2013-12-31 00:00:00","",88.9162690931,"C","0",0,23.4400739085,1,"","Raipur",-25.0000000000,"uuid:23cc4824-d20f-4953-8814-7887936df3da","B","32286424","","","C","","A","Female","C",0,15.0000000000,"",1,0,"4","",0,"pp","","D"
